Element,ProjectId,FileId,Count,Alias,Kind,Line,PackageName,IsSnowparkAnacondaSupported,Automated,Status,Statement,SessionId,SnowConvertCoreVersion,SnowparkVersion,ElementPackage,CellId,ExecutionId,Origin,Technology,FullName
pyspark.sql.types.StructType,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,StructType,,9,pyspark.sql.types,True,,Transformation,"from pyspark.sql.types import StructType, StructField, DoubleType, IntegerType, TimestampType, StringType, DateType",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pyspark.sql.types,4,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pyspark.sql.types.StructType
pyspark.sql.types.TimestampType,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,TimestampType,,9,pyspark.sql.types,True,,Transformation,"from pyspark.sql.types import StructType, StructField, DoubleType, IntegerType, TimestampType, StringType, DateType",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pyspark.sql.types,4,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pyspark.sql.types.TimestampType
datetime.datetime,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,datetime,,10,datetime,True,,Direct,"from datetime import datetime, timedelta",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,4,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,datetime.datetime
datetime.timedelta,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,timedelta,,10,datetime,True,,Direct,"from datetime import datetime, timedelta",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,4,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,datetime.timedelta
math,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,math,,1,,True,,Direct,import math,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
os,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,os,,2,,True,,Direct,import os,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,os.__init__,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,os
functools.reduce,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,reduce,,3,functools,True,,Direct,from functools import reduce,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
math.asin,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,asin,,4,math,True,,Direct,"from math import asin, atan2, cos, degrees, floor, radians, sin, sqrt",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
math.atan2,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,atan2,,4,math,True,,Direct,"from math import asin, atan2, cos, degrees, floor, radians, sin, sqrt",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
math.cos,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,cos,,4,math,True,,Direct,"from math import asin, atan2, cos, degrees, floor, radians, sin, sqrt",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
math.degrees,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,degrees,,4,math,True,,Direct,"from math import asin, atan2, cos, degrees, floor, radians, sin, sqrt",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
math.floor,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,floor,,4,math,True,,Direct,"from math import asin, atan2, cos, degrees, floor, radians, sin, sqrt",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
math.radians,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,radians,,4,math,True,,Direct,"from math import asin, atan2, cos, degrees, floor, radians, sin, sqrt",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
math.sin,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,sin,,4,math,True,,Direct,"from math import asin, atan2, cos, degrees, floor, radians, sin, sqrt",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
math.sqrt,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,sqrt,,4,math,True,,Direct,"from math import asin, atan2, cos, degrees, floor, radians, sin, sqrt",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
geopandas,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,gpd,,6,,True,,Direct,import geopandas as gpd,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,
geopy,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,geopy,,7,,True,,Direct,import geopy,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,
h3,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,h3,,8,,False,,Invalid,import h3,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,Unknown,Python,
numpy,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,np,,9,,True,,Direct,import numpy as np,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,numpy.__init__,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,numpy
pandas,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,pd,,10,,True,,Transformation,import pandas as pd,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pandas.__init__,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pandas
pyspark,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,pyspark,,11,,True,,Transformation,import pyspark,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pyspark.__init__,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pyspark
sedona,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,sedona,,12,,False,,Invalid,import sedona,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,Unknown,Python,
pyspark.SparkContext,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,SparkContext,,14,pyspark,True,,Transformation,from pyspark import SparkContext,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pyspark.context,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pyspark.context.SparkContext
pyspark.conf.SparkConf,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,SparkConf,,15,pyspark.conf,True,,Transformation,from pyspark.conf import SparkConf,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pyspark.conf,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pyspark.conf.SparkConf
pyspark.sql.DataFrame,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,DataFrame,,16,pyspark.sql,True,,Transformation,"from pyspark.sql import DataFrame, SparkSession",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pyspark.sql.dataframe,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pyspark.sql.dataframe.DataFrame
pyspark.sql.SparkSession,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,SparkSession,,16,pyspark.sql,True,,Transformation,"from pyspark.sql import DataFrame, SparkSession",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pyspark.sql.session,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pyspark.sql.session.SparkSession
pyspark.sql.functions,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,F,,17,pyspark.sql,True,,Transformation,from pyspark.sql import functions as F,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pyspark.sql.functions,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pyspark.sql.functions
pyspark.sql.types,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,T,,18,pyspark.sql,True,,Transformation,from pyspark.sql import types as T,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pyspark.sql.types,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pyspark.sql.types
pyspark.sql.window.Window,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,Window,,19,pyspark.sql.window,True,,Transformation,from pyspark.sql.window import Window,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,pyspark.sql.window,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,pyspark.sql.window.Window
shapely.wkt.loads,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,loads,,21,shapely.wkt,True,,Direct,from shapely.wkt import loads,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,ThirdPartyLib,Python,
logging,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,logging,,1,,True,,Direct,import logging,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,,16,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,
time,notebook,Sample_3a. Pipeline Periodically - Tourism.ipynb,1,time,,1,,True,,Direct,import time,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,time,17,a1cbc006-17c0-4db1-a282-bccf0e51f12f,BuiltIn,Python,time
