Code,Description,Category,NodeType,FileId,ProjectId,Line,Column,Url
SPRKPY1002,pyspark.conf.SparkConf.set is not supported,ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,13,6,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1002
PNDSPY1003,"pandas.set_option is not recognized, Pandas element is not recognized yet.",ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,14,4,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/pandas/PNDSPY1003
SPRKPY1002,pyspark.conf.SparkConf.set is not supported,ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,14,6,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1002
PNDSPY1003,"pandas.set_option is not recognized, Pandas element is not recognized yet.",ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,15,4,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/pandas/PNDSPY1003
SPRKPY1002,pyspark.conf.SparkConf is not supported,ConversionError, Snowflake.SnowConvert.Python.AST.PyImportFromDotName,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,15,1,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1002
SPRKPY1002,pyspark.conf.SparkConf.set is not supported,ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,15,6,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1002
SPRKPY1002,pyspark.conf.SparkConf.set is not supported,ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,16,6,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1002
SPRKPY1002,pyspark.conf.SparkConf.set is not supported,ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,17,6,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1002
SPRKPY1002,pyspark.conf.SparkConf.set is not supported,ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,21,6,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1002
SPRKPY1032,pandas.__version__ is not defined,ConversionError, Snowflake.SnowConvert.Python.AST.PyTailDotName,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,23,22,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1032
SPRKPY1032,pyspark.version.__version__ is not defined,ConversionError, Snowflake.SnowConvert.Python.AST.PyTailDotName,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,25,28,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1032
SPRKPY1073,pyspark.sql.functions.udf function without the return type parameter is not supported. See documentation for more info.,Warning, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,25,15,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1073
PNDSPY1003,"pandas.io.parsers.readers.TextFileReader.select is not recognized, Pandas element is not recognized yet.",ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,196,40,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/pandas/PNDSPY1003
PNDSPY1003,"pandas.io.parsers.readers.TextFileReader.select is not recognized, Pandas element is not recognized yet.",ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,200,42,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/pandas/PNDSPY1003
SPRKPY1002,pyspark.sql.functions.format_string is not supported,ConversionError, Snowflake.SnowConvert.Python.AST.PyFuncCall,/Sample_3a. Pipeline Periodically - Tourism.ipynb,notebook,233,56,https://docs.snowconvert.com/sma/issue-analysis/issue-codes-by-source/python/SPRKPY1002
