,h3_8,h3_9,zone_id,zone_code,zone_category,h3_population_constrained,n_accomadation,unique_accomadation_category
0,888c13c351fffff,898c13c3507ffff,3101010#898c13c3507ffff#z0,z0,others,0,0,0
1,888c13c161fffff,898c13c1603ffff,3101010#898c13c1603ffff#z0,z0,others,0,0,0
2,888c13cf05fffff,898c13cf04fffff,3101010#898c13cf04fffff#z1,z1,housing_area,86,0,0
3,888c13d8b1fffff,898c13d8b17ffff,3101010#898c13d8b17ffff#z1,z1,housing_area,346,0,0
4,888c13ca8bfffff,898c13ca8b3ffff,3101010#898c13ca8b3ffff#z1,z1,housing_area,72,0,0
5,888c13c353fffff,898c13c3533ffff,3101010#898c13c3533ffff#z0,z0,others,0,0,0
6,888c13d10dfffff,898c13d10d7ffff,3101010#898c13d10d7ffff#z1,z1,housing_area,141,0,0
7,888c13c319fffff,898c13c318fffff,3101010#898c13c318fffff#z1,z1,housing_area,75,0,0
8,888c13cf63fffff,898c13cf623ffff,3101010#898c13cf623ffff#z1,z1,housing_area,183,0,0
9,888c13c319fffff,898c13c3193ffff,3101010#898c13c3193ffff#z1,z1,housing_area,237,0,0
10,888c13c353fffff,898c13c353bffff,3101010#898c13c353bffff#z1,z1,housing_area,71,0,0
11,888c13c16dfffff,898c13c16d3ffff,3101010#898c13c16d3ffff#z0,z0,others,0,0,0
12,888c13d10dfffff,898c13d10c7ffff,3101010#898c13d10c7ffff#z1,z1,housing_area,210,0,0
13,888c13cf2bfffff,898c13cf2b3ffff,3101010#898c13cf2b3ffff#z1,z1,housing_area,166,0,0
14,888c13cf3dfffff,898c13cf3d3ffff,3101010#898c13cf3d3ffff#z1,z1,housing_area,385,0,0
15,888c13c319fffff,898c13c319bffff,3101010#898c13c319bffff#z0,z0,others,0,0,0
16,888c13d145fffff,898c13d144fffff,3101010#898c13d144fffff#z1,z1,housing_area,290,0,0
17,888c13cf05fffff,898c13cf04bffff,3101010#898c13cf04bffff#z1,z1,housing_area,81,0,0
18,888c13c311fffff,898c13c3113ffff,3101010#898c13c3113ffff#z0,z0,others,0,0,0
19,888c12a737fffff,898c12a7367ffff,3101010#898c12a7367ffff#z0,z0,others,0,0,0
20,888c13d8bbfffff,898c13d8babffff,3101010#898c13d8babffff#z1,z1,housing_area,679,0,0
21,888c13c357fffff,898c13c3577ffff,3101010#898c13c3577ffff#z0,z0,others,0,0,0
22,888c13c2e3fffff,898c13c2e27ffff,3101010#898c13c2e27ffff#z0,z0,others,0,0,0
23,888c13c351fffff,898c13c350fffff,3101010#898c13c350fffff#z0,z0,others,0,0,0
24,888c12a737fffff,898c12a7363ffff,3101010#898c12a7363ffff#z0,z0,others,0,0,0
25,888c13cf6dfffff,898c13cf6cfffff,3101010#898c13cf6cfffff#z0,z0,others,0,0,0
26,888c13cf61fffff,898c13cf607ffff,3101010#898c13cf607ffff#z0,z0,others,0,0,0
27,888c13cf31fffff,898c13cf313ffff,3101010#898c13cf313ffff#z0,z0,others,0,0,0
28,888c13ca8bfffff,898c13ca8bbffff,3101010#898c13ca8bbffff#z0,z0,others,0,0,0
29,888c13d145fffff,898c13d145bffff,3101010#898c13d145bffff#z0,z0,others,0,0,0
30,888c13ca89fffff,898c13ca883ffff,3101010#898c13ca883ffff#z0,z0,others,0,0,0
31,888c13cf2bfffff,898c13cf2b7ffff,3101010#898c13cf2b7ffff#z2,z2,hotel_area,333,1,1
32,888c13c2e3fffff,898c13c2e23ffff,3101010#898c13c2e23ffff#z0,z0,others,0,0,0
33,888c13cf31fffff,898c13cf303ffff,3101010#898c13cf303ffff#z0,z0,others,0,0,0
34,888c13d101fffff,898c13d1013ffff,3101010#898c13d1013ffff#z1,z1,housing_area,217,0,0
35,888c13cf61fffff,898c13cf60fffff,3101010#898c13cf60fffff#z0,z0,others,0,0,0
36,888c13cf6dfffff,898c13cf6c3ffff,3101010#898c13cf6c3ffff#z0,z0,others,0,0,0
37,888c13d147fffff,898c13d147bffff,3101010#898c13d147bffff#z1,z1,housing_area,76,0,0
38,888c13ca89fffff,898c13ca887ffff,3101010#898c13ca887ffff#z0,z0,others,0,0,0
39,888c13d10dfffff,898c13d10cfffff,3101010#898c13d10cfffff#z0,z0,others,0,0,0
40,888c13cf3dfffff,898c13cf3c7ffff,3101010#898c13cf3c7ffff#z0,z0,others,0,0,0
41,888c13d145fffff,898c13d144bffff,3101010#898c13d144bffff#z1,z1,housing_area,417,0,0
42,888c13cf31fffff,898c13cf31bffff,3101010#898c13cf31bffff#z1,z1,housing_area,167,0,0
43,888c13c161fffff,898c13c1613ffff,3101010#898c13c1613ffff#z0,z0,others,0,0,0
44,888c13c161fffff,898c13c1617ffff,3101010#898c13c1617ffff#z0,z0,others,0,0,0
45,888c13d109fffff,898c13d109bffff,3101010#898c13d109bffff#z1,z1,housing_area,214,0,0
46,888c13cf61fffff,898c13cf613ffff,3101010#898c13cf613ffff#z0,z0,others,0,0,0
47,888c13cf2bfffff,898c13cf2a3ffff,3101010#898c13cf2a3ffff#z1,z1,housing_area,346,0,0
48,888c13cf61fffff,898c13cf61bffff,3101010#898c13cf61bffff#z0,z0,others,0,0,0
49,888c13d145fffff,898c13d1443ffff,3101010#898c13d1443ffff#z1,z1,housing_area,153,0,0
50,888c13c311fffff,898c13c3117ffff,3101010#898c13c3117ffff#z0,z0,others,0,0,0
51,888c13c16dfffff,898c13c16cfffff,3101010#898c13c16cfffff#z0,z0,others,0,0,0
52,888c13c319fffff,898c13c318bffff,3101010#898c13c318bffff#z0,z0,others,0,0,0
53,888c13ca89fffff,898c13ca897ffff,3101010#898c13ca897ffff#z0,z0,others,0,0,0
54,888c13d8bbfffff,898c13d8ba7ffff,3101010#898c13d8ba7ffff#z1,z1,housing_area,164,0,0
55,888c13d16bfffff,898c13d16b7ffff,3101010#898c13d16b7ffff#z1,z1,housing_area,219,0,0
56,888c13cf63fffff,898c13cf63bffff,3101010#898c13cf63bffff#z0,z0,others,0,0,0
57,888c13cad5fffff,898c13cad4bffff,3101010#898c13cad4bffff#z1,z1,housing_area,74,0,0
58,888c13c28dfffff,898c13c28dbffff,3101010#898c13c28dbffff#z0,z0,others,0,0,0
59,888c13cf2bfffff,898c13cf2a7ffff,3101010#898c13cf2a7ffff#z1,z1,housing_area,502,0,0
60,888c13cf6dfffff,898c13cf6dbffff,3101010#898c13cf6dbffff#z0,z0,others,0,0,0
61,888c13c2e3fffff,898c13c2e2fffff,3101010#898c13c2e2fffff#z0,z0,others,0,0,0
62,888c13c16dfffff,898c13c16c7ffff,3101010#898c13c16c7ffff#z0,z0,others,0,0,0
63,888c13d16bfffff,898c13d16b3ffff,3101010#898c13d16b3ffff#z1,z1,housing_area,224,0,0
64,888c13c28dfffff,898c13c28cbffff,3101010#898c13c28cbffff#z0,z0,others,0,0,0
65,888c13cf3dfffff,898c13cf3c3ffff,3101010#898c13cf3c3ffff#z1,z1,housing_area,151,0,0
66,888c13c319fffff,898c13c3183ffff,3101010#898c13c3183ffff#z1,z1,housing_area,237,0,0
67,888c13c351fffff,898c13c3503ffff,3101010#898c13c3503ffff#z0,z0,others,0,0,0
68,888c13d8b1fffff,898c13d8b13ffff,3101010#898c13d8b13ffff#z0,z0,others,0,0,0
69,888c13cf29fffff,898c13cf287ffff,3101010#898c13cf287ffff#z0,z0,others,0,0,0
70,888c13cf61fffff,898c13cf603ffff,3101010#898c13cf603ffff#z0,z0,others,0,0,0
71,888c13c353fffff,898c13c352bffff,3101010#898c13c352bffff#z0,z0,others,0,0,0
72,888c13c16dfffff,898c13c16d7ffff,3101010#898c13c16d7ffff#z1,z1,housing_area,86,0,0
73,888c13cf07fffff,898c13cf06bffff,3101010#898c13cf06bffff#z1,z1,housing_area,86,0,0
74,888c13c161fffff,898c13c161bffff,3101010#898c13c161bffff#z1,z1,housing_area,87,0,0
75,888c13d897fffff,898c13d896fffff,3101010#898c13d896fffff#z0,z0,others,0,0,0
76,888c13d101fffff,898c13d101bffff,3101010#898c13d101bffff#z1,z1,housing_area,219,0,0
77,888c12a737fffff,898c12a736fffff,3101010#898c12a736fffff#z0,z0,others,0,0,0
78,888c13cf6dfffff,898c13cf6c7ffff,3101010#898c13cf6c7ffff#z0,z0,others,0,0,0
79,888c13cf05fffff,898c13cf05bffff,3101010#898c13cf05bffff#z1,z1,housing_area,75,0,0
80,888c13d10dfffff,898c13d10c3ffff,3101010#898c13d10c3ffff#z1,z1,housing_area,75,0,0
81,888c13c285fffff,898c13c285bffff,3101010#898c13c285bffff#z0,z0,others,0,0,0
82,888c13ca8bfffff,898c13ca8a3ffff,3101010#898c13ca8a3ffff#z0,z0,others,0,0,0
83,888c12a737fffff,898c12a736bffff,3101010#898c12a736bffff#z0,z0,others,0,0,0
84,888c13d109fffff,898c13d108bffff,3101010#898c13d108bffff#z1,z1,housing_area,427,0,0
85,888c13cf31fffff,898c13cf30bffff,3101010#898c13cf30bffff#z0,z0,others,0,0,0
86,888c13cf63fffff,898c13cf62fffff,3101010#898c13cf62fffff#z0,z0,others,0,0,0
87,888c13c353fffff,898c13c352fffff,3101010#898c13c352fffff#z0,z0,others,0,0,0
88,888c12a55dfffff,898c12a55d7ffff,3101010#898c12a55d7ffff#z0,z0,others,0,0,0
89,888c13cf31fffff,898c13cf307ffff,3101010#898c13cf307ffff#z0,z0,others,0,0,0
90,888c13d8bbfffff,898c13d8bafffff,3101010#898c13d8bafffff#z1,z1,housing_area,85,0,0
91,888c13c2e3fffff,898c13c2e37ffff,3101010#898c13c2e37ffff#z0,z0,others,0,0,0
92,888c13cf63fffff,898c13cf62bffff,3101010#898c13cf62bffff#z0,z0,others,0,0,0
93,888c12a737fffff,898c12a7377ffff,3101010#898c12a7377ffff#z0,z0,others,0,0,0
94,888c13cf31fffff,898c13cf30fffff,3101010#898c13cf30fffff#z0,z0,others,0,0,0
95,888c13cf29fffff,898c13cf297ffff,3101010#898c13cf297ffff#z0,z0,others,0,0,0
96,888c13d8bbfffff,898c13d8ba3ffff,3101010#898c13d8ba3ffff#z1,z1,housing_area,84,0,0
97,888c13d101fffff,898c13d1003ffff,3101010#898c13d1003ffff#z0,z0,others,0,0,0
98,888c13d8bbfffff,898c13d8bbbffff,3101010#898c13d8bbbffff#z0,z0,others,0,0,0
99,888c13d147fffff,898c13d146fffff,3101010#898c13d146fffff#z0,z0,others,0,0,0
100,888c13d169fffff,898c13d1697ffff,3101010#898c13d1697ffff#z0,z0,others,0,0,0
101,888c13cf3dfffff,898c13cf3d7ffff,3101010#898c13cf3d7ffff#z0,z0,others,0,0,0
102,888c13cf6dfffff,898c13cf6d3ffff,3101010#898c13cf6d3ffff#z0,z0,others,0,0,0
103,888c13c351fffff,898c13c3517ffff,3101010#898c13c3517ffff#z0,z0,others,0,0,0
104,888c13cf63fffff,898c13cf633ffff,3101010#898c13cf633ffff#z0,z0,others,0,0,0
105,888c13d109fffff,898c13d108fffff,3101010#898c13d108fffff#z0,z0,others,0,0,0
106,888c13c16dfffff,898c13c16dbffff,3101010#898c13c16dbffff#z1,z1,housing_area,79,0,0
107,888c12a559fffff,898c12a559bffff,3101010#898c12a559bffff#z0,z0,others,0,0,0
108,888c13d8b3fffff,898c13d8b33ffff,3101010#898c13d8b33ffff#z0,z0,others,0,0,0
109,888c13c169fffff,898c13c169bffff,3101010#898c13c169bffff#z0,z0,others,0,0,0
110,888c13d8b9fffff,898c13d8b8fffff,3101010#898c13d8b8fffff#z0,z0,others,0,0,0
111,888c13d897fffff,898c13d896bffff,3101010#898c13d896bffff#z0,z0,others,0,0,0
112,888c13c2ebfffff,898c13c2eafffff,3101010#898c13c2eafffff#z0,z0,others,0,0,0
113,888c13d8bdfffff,898c13d8bc7ffff,3101010#898c13d8bc7ffff#z0,z0,others,0,0,0
114,888c13c165fffff,898c13c1657ffff,3101010#898c13c1657ffff#z0,z0,others,0,0,0
115,888c13c351fffff,898c13c3513ffff,3101010#898c13c3513ffff#z0,z0,others,0,0,0
116,888c13ca8bfffff,898c13ca8a7ffff,3101010#898c13ca8a7ffff#z0,z0,others,0,0,0
117,888c13cf63fffff,898c13cf627ffff,3101010#898c13cf627ffff#z0,z0,others,0,0,0
118,888c13c16dfffff,898c13c16c3ffff,3101010#898c13c16c3ffff#z0,z0,others,0,0,0
119,888c13c31bfffff,898c13c31bbffff,3101010#898c13c31bbffff#z0,z0,others,0,0,0
120,888c13d109fffff,898c13d1083ffff,3101010#898c13d1083ffff#z0,z0,others,0,0,0
121,888c13d8b3fffff,898c13d8b37ffff,3101010#898c13d8b37ffff#z0,z0,others,0,0,0
122,888c13cf05fffff,898c13cf043ffff,3101010#898c13cf043ffff#z0,z0,others,0,0,0
123,888c13cf61fffff,898c13cf60bffff,3101010#898c13cf60bffff#z0,z0,others,0,0,0
124,888c12a55dfffff,898c12a55d3ffff,3101010#898c12a55d3ffff#z0,z0,others,0,0,0
125,888c13c357fffff,898c13c3567ffff,3101010#898c13c3567ffff#z0,z0,others,0,0,0
126,888c13c35bfffff,898c13c35abffff,3101010#898c13c35abffff#z0,z0,others,0,0,0
127,888c13ca8bfffff,898c13ca8b7ffff,3101010#898c13ca8b7ffff#z0,z0,others,0,0,0
128,888c13d8b1fffff,898c13d8b07ffff,3101010#898c13d8b07ffff#z0,z0,others,0,0,0
129,888c13cf3dfffff,898c13cf3cfffff,3101010#898c13cf3cfffff#z0,z0,others,0,0,0
130,888c13cf33fffff,898c13cf33bffff,3101010#898c13cf33bffff#z0,z0,others,0,0,0
131,888c13d145fffff,898c13d1453ffff,3101010#898c13d1453ffff#z0,z0,others,0,0,0
132,888c13d145fffff,898c13d1447ffff,3101010#898c13d1447ffff#z0,z0,others,0,0,0
133,888c13cf07fffff,898c13cf07bffff,3101010#898c13cf07bffff#z0,z0,others,0,0,0
134,888c13cf29fffff,898c13cf293ffff,3101010#898c13cf293ffff#z0,z0,others,0,0,0
135,888c13cf07fffff,898c13cf06fffff,3101010#898c13cf06fffff#z0,z0,others,0,0,0
136,888c122481fffff,898c1224807ffff,3101020#898c1224807ffff#z1,z1,housing_area,183,0,0
137,888c135361fffff,898c1353603ffff,3101020#898c1353603ffff#z0,z0,others,0,0,0
138,888c135329fffff,898c135329bffff,3101020#898c135329bffff#z0,z0,others,0,0,0
139,888c135861fffff,898c1358607ffff,3101020#898c1358607ffff#z0,z0,others,0,0,0
140,888c122493fffff,898c1224933ffff,3101020#898c1224933ffff#z0,z0,others,0,0,0
141,888c122481fffff,898c1224817ffff,3101020#898c1224817ffff#z0,z0,others,0,0,0
142,888c122491fffff,898c122490fffff,3101020#898c122490fffff#z0,z0,others,0,0,0
143,888c135361fffff,898c1353613ffff,3101020#898c1353613ffff#z1,z1,housing_area,338,0,0
144,888c135863fffff,898c135863bffff,3101020#898c135863bffff#z0,z0,others,0,0,0
145,888c122491fffff,898c1224907ffff,3101020#898c1224907ffff#z0,z0,others,0,0,0
146,888c135329fffff,898c1353293ffff,3101020#898c1353293ffff#z0,z0,others,0,0,0
147,888c13536dfffff,898c13536cfffff,3101020#898c13536cfffff#z1,z1,housing_area,174,0,0
148,888c135329fffff,898c1353283ffff,3101020#898c1353283ffff#z0,z0,others,0,0,0
149,888c135863fffff,898c1358633ffff,3101020#898c1358633ffff#z0,z0,others,0,0,0
150,888c122491fffff,898c1224903ffff,3101020#898c1224903ffff#z0,z0,others,0,0,0
151,888c135367fffff,898c135366bffff,3101020#898c135366bffff#z0,z0,others,0,0,0
152,888c135361fffff,898c135361bffff,3101020#898c135361bffff#z1,z1,housing_area,84,0,0
153,888c122481fffff,898c1224803ffff,3101020#898c1224803ffff#z0,z0,others,0,0,0
154,888c134b4bfffff,898c134b4abffff,3101020#898c134b4abffff#z0,z0,others,0,0,0
155,888c13586bfffff,898c13586abffff,3101020#898c13586abffff#z0,z0,others,0,0,0
156,888c13586bfffff,898c13586afffff,3101020#898c13586afffff#z0,z0,others,0,0,0
157,888c135367fffff,898c135366fffff,3101020#898c135366fffff#z0,z0,others,0,0,0
158,888c13536dfffff,898c13536cbffff,3101020#898c13536cbffff#z0,z0,others,0,0,0
159,888c122481fffff,898c122481bffff,3101020#898c122481bffff#z0,z0,others,0,0,0
160,888c13590dfffff,898c13590cfffff,3101020#898c13590cfffff#z0,z0,others,0,0,0
161,888c122493fffff,898c122493bffff,3101020#898c122493bffff#z0,z0,others,0,0,0
162,888c13536dfffff,898c13536c7ffff,3101020#898c13536c7ffff#z1,z1,housing_area,252,0,0
163,888c135901fffff,898c135901bffff,3101020#898c135901bffff#z0,z0,others,0,0,0
164,888c135861fffff,898c1358603ffff,3101020#898c1358603ffff#z0,z0,others,0,0,0
165,888c135367fffff,898c1353667ffff,3101020#898c1353667ffff#z0,z0,others,0,0,0
166,888c1224dbfffff,898c1224db7ffff,3101020#898c1224db7ffff#z0,z0,others,0,0,0
167,888c134b41fffff,898c134b407ffff,3101020#898c134b407ffff#z0,z0,others,0,0,0
168,888c135367fffff,898c1353663ffff,3101020#898c1353663ffff#z0,z0,others,0,0,0
169,888c135861fffff,898c135860fffff,3101020#898c135860fffff#z0,z0,others,0,0,0
170,888c134b43fffff,898c134b433ffff,3101020#898c134b433ffff#z0,z0,others,0,0,0
171,888c135367fffff,898c135367bffff,3101020#898c135367bffff#z0,z0,others,0,0,0
172,888c122481fffff,898c1224813ffff,3101020#898c1224813ffff#z0,z0,others,0,0,0
173,888c13536dfffff,898c13536c3ffff,3101020#898c13536c3ffff#z0,z0,others,0,0,0
174,888c135905fffff,898c1359057ffff,3101020#898c1359057ffff#z0,z0,others,0,0,0
175,888c122481fffff,898c122480fffff,3101020#898c122480fffff#z0,z0,others,0,0,0
176,888c134b43fffff,898c134b43bffff,3101020#898c134b43bffff#z0,z0,others,0,0,0
177,888c1071c1fffff,898c1071c0fffff,3171010#898c1071c0fffff#z1,z1,housing_area,715,0,0
178,888c107acbfffff,898c107acbbffff,3171010#898c107acbbffff#z1,z1,housing_area,626,0,0
179,888c1071cbfffff,898c1071cafffff,3171010#898c1071cafffff#z1,z1,housing_area,934,0,0
180,888c107027fffff,898c1070263ffff,3171010#898c1070263ffff#z1,z1,housing_area,384,0,0
181,888c107113fffff,898c1071127ffff,3171010#898c1071127ffff#z1,z1,housing_area,356,0,0
182,888c107025fffff,898c107025bffff,3171010#898c107025bffff#z1,z1,housing_area,844,0,0
183,888c107ac9fffff,898c107ac9bffff,3171010#898c107ac9bffff#z1,z1,housing_area,576,0,0
184,888c10718dfffff,898c10718cbffff,3171010#898c10718cbffff#z1,z1,housing_area,920,0,0
185,888c107ac1fffff,898c107ac07ffff,3171010#898c107ac07ffff#z1,z1,housing_area,1130,0,0
186,888c1071c3fffff,898c1071c33ffff,3171010#898c1071c33ffff#z2,z2,hotel_area,1176,1,1
187,888c1071e3fffff,898c1071e23ffff,3171010#898c1071e23ffff#z1,z1,housing_area,633,0,0
188,888c107ac3fffff,898c107ac3bffff,3171010#898c107ac3bffff#z1,z1,housing_area,642,0,0
189,888c107111fffff,898c107110fffff,3171010#898c107110fffff#z1,z1,housing_area,494,0,0
190,888c1071cbfffff,898c1071ca3ffff,3171010#898c1071ca3ffff#z1,z1,housing_area,1067,0,0
191,888c1071e1fffff,898c1071e0fffff,3171010#898c1071e0fffff#z1,z1,housing_area,597,0,0
192,888c1071e9fffff,898c1071e93ffff,3171010#898c1071e93ffff#z1,z1,housing_area,1190,0,0
193,888c107111fffff,898c107110bffff,3171010#898c107110bffff#z1,z1,housing_area,488,0,0
194,888c1071e7fffff,898c1071e6fffff,3171010#898c1071e6fffff#z2,z2,hotel_area,389,1,1
195,888c107135fffff,898c107134bffff,3171010#898c107134bffff#z1,z1,housing_area,669,0,0
196,888c1071e3fffff,898c1071e33ffff,3171010#898c1071e33ffff#z1,z1,housing_area,626,0,0
197,888c107133fffff,898c1071333ffff,3171010#898c1071333ffff#z1,z1,housing_area,900,0,0
198,888c1071c7fffff,898c1071c6fffff,3171010#898c1071c6fffff#z2,z2,hotel_area,617,1,1
199,888c1071e1fffff,898c1071e07ffff,3171010#898c1071e07ffff#z1,z1,housing_area,590,0,0
200,888c1071c7fffff,898c1071c73ffff,3171010#898c1071c73ffff#z1,z1,housing_area,1057,0,0
201,888c1071c1fffff,898c1071c03ffff,3171010#898c1071c03ffff#z1,z1,housing_area,494,0,0
202,888c1071ebfffff,898c1071eb7ffff,3171010#898c1071eb7ffff#z1,z1,housing_area,947,0,0
203,888c1071c9fffff,898c1071c87ffff,3171010#898c1071c87ffff#z1,z1,housing_area,373,0,0
204,888c1071c1fffff,898c1071c1bffff,3171010#898c1071c1bffff#z1,z1,housing_area,247,0,0
205,888c1071cbfffff,898c1071cb7ffff,3171010#898c1071cb7ffff#z1,z1,housing_area,575,0,0
206,888c107189fffff,898c107188bffff,3171010#898c107188bffff#z1,z1,housing_area,1077,0,0
207,888c1071c1fffff,898c1071c13ffff,3171010#898c1071c13ffff#z1,z1,housing_area,247,0,0
208,888c1071e7fffff,898c1071e67ffff,3171010#898c1071e67ffff#z1,z1,housing_area,512,0,0
209,888c107117fffff,898c1071177ffff,3171010#898c1071177ffff#z1,z1,housing_area,368,0,0
210,888c107135fffff,898c1071357ffff,3171010#898c1071357ffff#z1,z1,housing_area,481,0,0
211,888c1071edfffff,898c1071edbffff,3171010#898c1071edbffff#z1,z1,housing_area,1017,0,0
212,888c107111fffff,898c107111bffff,3171010#898c107111bffff#z1,z1,housing_area,1059,0,0
213,888c1071c1fffff,898c1071c0bffff,3171010#898c1071c0bffff#z1,z1,housing_area,934,0,0
214,888c10713bfffff,898c10713b7ffff,3171010#898c10713b7ffff#z1,z1,housing_area,858,0,0
215,888c107035fffff,898c107034bffff,3171010#898c107034bffff#z1,z1,housing_area,603,0,0
216,888c107111fffff,898c1071107ffff,3171010#898c1071107ffff#z1,z1,housing_area,1086,0,0
217,888c10713bfffff,898c10713b3ffff,3171010#898c10713b3ffff#z1,z1,housing_area,1031,0,0
218,888c1071d9fffff,898c1071d8bffff,3171010#898c1071d8bffff#z1,z1,housing_area,186,0,0
219,888c107ac9fffff,898c107ac93ffff,3171010#898c107ac93ffff#z1,z1,housing_area,1152,0,0
220,888c1071e1fffff,898c1071e13ffff,3171010#898c1071e13ffff#z1,z1,housing_area,1049,0,0
221,888c1071e3fffff,898c1071e2fffff,3171010#898c1071e2fffff#z1,z1,housing_area,1025,0,0
222,888c10718dfffff,898c10718dbffff,3171010#898c10718dbffff#z1,z1,housing_area,1201,0,0
223,888c1071e1fffff,898c1071e17ffff,3171010#898c1071e17ffff#z1,z1,housing_area,1039,0,0
224,888c1071d9fffff,898c1071d9bffff,3171010#898c1071d9bffff#z1,z1,housing_area,94,0,0
225,888c107ac1fffff,898c107ac03ffff,3171010#898c107ac03ffff#z1,z1,housing_area,825,0,0
226,888c107135fffff,898c1071343ffff,3171010#898c1071343ffff#z1,z1,housing_area,714,0,0
227,888c107117fffff,898c107116fffff,3171010#898c107116fffff#z1,z1,housing_area,497,0,0
228,888c1071c3fffff,898c1071c27ffff,3171010#898c1071c27ffff#z1,z1,housing_area,868,0,0
229,888c107135fffff,898c107134fffff,3171010#898c107134fffff#z1,z1,housing_area,892,0,0
230,888c1071cdfffff,898c1071cc3ffff,3171010#898c1071cc3ffff#z1,z1,housing_area,367,0,0
231,888c1071c7fffff,898c1071c6bffff,3171010#898c1071c6bffff#z1,z1,housing_area,791,0,0
232,888c1071a9fffff,898c1071a93ffff,3171010#898c1071a93ffff#z1,z1,housing_area,546,0,0
233,888c107acbfffff,898c107acb7ffff,3171010#898c107acb7ffff#z1,z1,housing_area,750,0,0
234,888c107031fffff,898c107030bffff,3171010#898c107030bffff#z0,z0,others,0,0,0
235,888c107131fffff,898c1071307ffff,3171010#898c1071307ffff#z1,z1,housing_area,878,0,0
236,888c107153fffff,898c107152fffff,3171010#898c107152fffff#z1,z1,housing_area,467,0,0
237,888c1071ebfffff,898c1071ebbffff,3171010#898c1071ebbffff#z1,z1,housing_area,661,0,0
238,888c1071ddfffff,898c1071dd7ffff,3171010#898c1071dd7ffff#z1,z1,housing_area,863,0,0
239,888c1071d5fffff,898c1071d5bffff,3171010#898c1071d5bffff#z1,z1,housing_area,601,0,0
240,888c107119fffff,898c1071197ffff,3171010#898c1071197ffff#z1,z1,housing_area,1088,0,0
241,888c107acbfffff,898c107aca3ffff,3171010#898c107aca3ffff#z1,z1,housing_area,631,0,0
242,888c107123fffff,898c1071227ffff,3171010#898c1071227ffff#z1,z1,housing_area,803,0,0
243,888c107123fffff,898c107123bffff,3171010#898c107123bffff#z1,z1,housing_area,875,0,0
244,888c10711bfffff,898c10711afffff,3171010#898c10711afffff#z1,z1,housing_area,901,0,0
245,888c1071edfffff,898c1071ec7ffff,3171010#898c1071ec7ffff#z1,z1,housing_area,243,0,0
246,888c107ac1fffff,898c107ac17ffff,3171010#898c107ac17ffff#z1,z1,housing_area,623,0,0
247,888c1071cbfffff,898c1071cabffff,3171010#898c1071cabffff#z1,z1,housing_area,975,0,0
248,888c1071c3fffff,898c1071c37ffff,3171010#898c1071c37ffff#z1,z1,housing_area,972,0,0
249,888c10713bfffff,898c10713a7ffff,3171010#898c10713a7ffff#z1,z1,housing_area,375,0,0
250,888c1071cdfffff,898c1071cd3ffff,3171010#898c1071cd3ffff#z1,z1,housing_area,908,0,0
251,888c1071c9fffff,898c1071c9bffff,3171010#898c1071c9bffff#z2,z2,hotel_area,610,1,1
252,888c107037fffff,898c107037bffff,3171010#898c107037bffff#z1,z1,housing_area,1261,0,0
253,888c107027fffff,898c1070273ffff,3171010#898c1070273ffff#z0,z0,others,0,0,0
254,888c1071cdfffff,898c1071ccfffff,3171010#898c1071ccfffff#z1,z1,housing_area,619,0,0
255,888c107119fffff,898c107118fffff,3171010#898c107118fffff#z1,z1,housing_area,843,0,0
256,888c107123fffff,898c107122fffff,3171010#898c107122fffff#z1,z1,housing_area,857,0,0
257,888c107025fffff,898c107024bffff,3171010#898c107024bffff#z1,z1,housing_area,692,0,0
258,888c10711bfffff,898c10711abffff,3171010#898c10711abffff#z1,z1,housing_area,816,0,0
259,888c107131fffff,898c107130bffff,3171010#898c107130bffff#z1,z1,housing_area,962,0,0
260,888c1071c9fffff,898c1071c93ffff,3171010#898c1071c93ffff#z1,z1,housing_area,373,0,0
261,888c1071c5fffff,898c1071c4fffff,3171010#898c1071c4fffff#z1,z1,housing_area,924,0,0
262,888c1071e5fffff,898c1071e57ffff,3171010#898c1071e57ffff#z1,z1,housing_area,898,0,0
263,888c1071ebfffff,898c1071eafffff,3171010#898c1071eafffff#z1,z1,housing_area,963,0,0
264,888c107025fffff,898c1070247ffff,3171010#898c1070247ffff#z1,z1,housing_area,131,0,0
265,888c1071e1fffff,898c1071e03ffff,3171010#898c1071e03ffff#z1,z1,housing_area,451,0,0
266,888c1071c3fffff,898c1071c23ffff,3171010#898c1071c23ffff#z1,z1,housing_area,865,0,0
267,888c107025fffff,898c1070243ffff,3171010#898c1070243ffff#z1,z1,housing_area,808,0,0
268,888c1071e1fffff,898c1071e0bffff,3171010#898c1071e0bffff#z1,z1,housing_area,795,0,0
269,888c1071e3fffff,898c1071e3bffff,3171010#898c1071e3bffff#z1,z1,housing_area,744,0,0
270,888c1071c5fffff,898c1071c57ffff,3171010#898c1071c57ffff#z1,z1,housing_area,840,0,0
271,888c107035fffff,898c1070343ffff,3171010#898c1070343ffff#z1,z1,housing_area,702,0,0
272,888c107037fffff,898c1070367ffff,3171010#898c1070367ffff#z1,z1,housing_area,453,0,0
273,888c107131fffff,898c107130fffff,3171010#898c107130fffff#z1,z1,housing_area,870,0,0
274,888c10713dfffff,898c10713cfffff,3171010#898c10713cfffff#z1,z1,housing_area,730,0,0
275,888c1071e9fffff,898c1071e97ffff,3171010#898c1071e97ffff#z1,z1,housing_area,948,0,0
