,h3_8,h3_9,zone_id,zone_code,zone_category,h3_population_constrained,n_accomadation,unique_accomadation_category
2983,888c107b27fffff,898c107b263ffff,3172080#898c107b263ffff#z1,z1,housing_area,1367,0,0
2984,888c10794dfffff,898c10794dbffff,3172080#898c10794dbffff#z1,z1,housing_area,1363,0,0
2985,888c12b643fffff,898c12b6437ffff,3172080#898c12b6437ffff#z1,z1,housing_area,1158,0,0
2986,888c107941fffff,898c1079417ffff,3172080#898c1079417ffff#z1,z1,housing_area,322,0,0
2987,888c104c9dfffff,898c104c9dbffff,3172080#898c104c9dbffff#z1,z1,housing_area,1423,0,0
2988,888c107943fffff,898c107942fffff,3172080#898c107942fffff#z1,z1,housing_area,1742,0,0
2989,888c10790dfffff,898c10790cfffff,3172080#898c10790cfffff#z1,z1,housing_area,813,0,0
2990,888c10790dfffff,898c10790dbffff,3172080#898c10790dbffff#z1,z1,housing_area,1318,0,0
2991,888c107945fffff,898c1079447ffff,3172080#898c1079447ffff#z1,z1,housing_area,1098,0,0
2992,888c104c91fffff,898c104c90bffff,3172080#898c104c90bffff#z1,z1,housing_area,1194,0,0
2993,888c104cd3fffff,898c104cd37ffff,3172080#898c104cd37ffff#z1,z1,housing_area,486,0,0
2994,888c104c85fffff,898c104c85bffff,3172080#898c104c85bffff#z1,z1,housing_area,1510,0,0
2995,888c10796dfffff,898c10796c7ffff,3172080#898c10796c7ffff#z1,z1,housing_area,1116,0,0
2996,888c104c81fffff,898c104c80fffff,3172080#898c104c80fffff#z1,z1,housing_area,938,0,0
2997,888c104c89fffff,898c104c887ffff,3172080#898c104c887ffff#z1,z1,housing_area,1551,0,0
2998,888c107967fffff,898c1079673ffff,3172080#898c1079673ffff#z1,z1,housing_area,1275,0,0
2999,888c10794bfffff,898c10794a3ffff,3172080#898c10794a3ffff#z1,z1,housing_area,952,0,0
3000,888c104ca1fffff,898c104ca1bffff,3172080#898c104ca1bffff#z1,z1,housing_area,482,0,0
3001,888c12b65bfffff,898c12b65b7ffff,3172080#898c12b65b7ffff#z1,z1,housing_area,876,0,0
3002,888c107947fffff,898c107946bffff,3172080#898c107946bffff#z1,z1,housing_area,2117,0,0
3003,888c104cdbfffff,898c104cda3ffff,3172080#898c104cda3ffff#z1,z1,housing_area,1423,0,0
3004,888c107b2dfffff,898c107b2cfffff,3172080#898c107b2cfffff#z2,z2,hotel_area,1077,1,1
3005,888c104cb5fffff,898c104cb53ffff,3172080#898c104cb53ffff#z1,z1,housing_area,239,0,0
3006,888c12b65dfffff,898c12b65c7ffff,3172080#898c12b65c7ffff#z1,z1,housing_area,1436,0,0
3007,888c107961fffff,898c1079603ffff,3172080#898c1079603ffff#z1,z1,housing_area,1023,0,0
3008,888c12b649fffff,898c12b6493ffff,3172080#898c12b6493ffff#z1,z1,housing_area,614,0,0
3009,888c104cbbfffff,898c104cbafffff,3172080#898c104cbafffff#z1,z1,housing_area,1261,0,0
3010,888c104cd7fffff,898c104cd67ffff,3172080#898c104cd67ffff#z1,z1,housing_area,1231,0,0
3011,888c104c97fffff,898c104c973ffff,3172080#898c104c973ffff#z1,z1,housing_area,1232,0,0
3012,888c10796dfffff,898c10796cbffff,3172080#898c10796cbffff#z1,z1,housing_area,1073,0,0
3013,888c104cb5fffff,898c104cb57ffff,3172080#898c104cb57ffff#z1,z1,housing_area,817,0,0
3014,888c107949fffff,898c107948bffff,3172080#898c107948bffff#z1,z1,housing_area,1267,0,0
3015,888c10796dfffff,898c10796dbffff,3172080#898c10796dbffff#z1,z1,housing_area,953,0,0
3016,888c104ca7fffff,898c104ca73ffff,3172080#898c104ca73ffff#z1,z1,housing_area,946,0,0
3017,888c104c85fffff,898c104c853ffff,3172080#898c104c853ffff#z1,z1,housing_area,1337,0,0
3018,888c12b649fffff,898c12b649bffff,3172080#898c12b649bffff#z1,z1,housing_area,830,0,0
3019,888c10796bfffff,898c10796afffff,3172080#898c10796afffff#z1,z1,housing_area,1305,0,0
3020,888c104c89fffff,898c104c89bffff,3172080#898c104c89bffff#z1,z1,housing_area,947,0,0
3021,888c104c83fffff,898c104c82bffff,3172080#898c104c82bffff#z1,z1,housing_area,787,0,0
3022,888c10790dfffff,898c10790c3ffff,3172080#898c10790c3ffff#z1,z1,housing_area,1252,0,0
3023,888c104c9bfffff,898c104c9a3ffff,3172080#898c104c9a3ffff#z1,z1,housing_area,1114,0,0
3024,888c107947fffff,898c1079473ffff,3172080#898c1079473ffff#z1,z1,housing_area,642,0,0
3025,888c104cabfffff,898c104cab3ffff,3172080#898c104cab3ffff#z1,z1,housing_area,821,0,0
3026,888c104ca5fffff,898c104ca4fffff,3172080#898c104ca4fffff#z1,z1,housing_area,397,0,0
3027,888c104ca1fffff,898c104ca03ffff,3172080#898c104ca03ffff#z1,z1,housing_area,883,0,0
3028,888c12b659fffff,898c12b6583ffff,3172080#898c12b6583ffff#z1,z1,housing_area,881,0,0
3029,888c107967fffff,898c107966bffff,3172080#898c107966bffff#z1,z1,housing_area,1013,0,0
3030,888c104cbbfffff,898c104cbb3ffff,3172080#898c104cbb3ffff#z1,z1,housing_area,794,0,0
3031,888c104cd7fffff,898c104cd6bffff,3172080#898c104cd6bffff#z1,z1,housing_area,1349,0,0
3032,888c104cd3fffff,898c104cd23ffff,3172080#898c104cd23ffff#z1,z1,housing_area,1438,0,0
3033,888c10794bfffff,898c10794afffff,3172080#898c10794afffff#z1,z1,housing_area,1098,0,0
3034,888c107941fffff,898c1079403ffff,3172080#898c1079403ffff#z1,z1,housing_area,327,0,0
3035,888c104cb3fffff,898c104cb23ffff,3172080#898c104cb23ffff#z1,z1,housing_area,1065,0,0
3036,888c104ca1fffff,898c104ca17ffff,3172080#898c104ca17ffff#z1,z1,housing_area,1033,0,0
3037,888c104cb5fffff,898c104cb4bffff,3172080#898c104cb4bffff#z1,z1,housing_area,836,0,0
3038,888c104c8bfffff,898c104c8bbffff,3172080#898c104c8bbffff#z1,z1,housing_area,872,0,0
3039,888c104ca3fffff,898c104ca33ffff,3172080#898c104ca33ffff#z1,z1,housing_area,844,0,0
3040,888c104cd5fffff,898c104cd43ffff,3172080#898c104cd43ffff#z1,z1,housing_area,1518,0,0
3041,888c104c85fffff,898c104c84fffff,3172080#898c104c84fffff#z1,z1,housing_area,1095,0,0
3042,888c104c81fffff,898c104c80bffff,3172080#898c104c80bffff#z1,z1,housing_area,891,0,0
3043,888c104c8dfffff,898c104c8c3ffff,3172080#898c104c8c3ffff#z1,z1,housing_area,949,0,0
3044,888c104cabfffff,898c104cab7ffff,3172080#898c104cab7ffff#z1,z1,housing_area,1347,0,0
3045,888c104c91fffff,898c104c903ffff,3172080#898c104c903ffff#z1,z1,housing_area,1453,0,0
3046,888c104cb9fffff,898c104cb87ffff,3172080#898c104cb87ffff#z1,z1,housing_area,1506,0,0
3047,888c104cd1fffff,898c104cd0fffff,3172080#898c104cd0fffff#z1,z1,housing_area,1116,0,0
3048,888c104cd1fffff,898c104cd13ffff,3172080#898c104cd13ffff#z1,z1,housing_area,485,0,0
3049,888c104ca5fffff,898c104ca47ffff,3172080#898c104ca47ffff#z1,z1,housing_area,690,0,0
3050,888c104c9bfffff,898c104c9a7ffff,3172080#898c104c9a7ffff#z1,z1,housing_area,1495,0,0
3051,888c104c99fffff,898c104c98bffff,3172080#898c104c98bffff#z1,z1,housing_area,1101,0,0
3052,888c107949fffff,898c107948fffff,3172080#898c107948fffff#z1,z1,housing_area,1538,0,0
3053,888c104c9dfffff,898c104c9d3ffff,3172080#898c104c9d3ffff#z1,z1,housing_area,1456,0,0
3054,888c104c87fffff,898c104c863ffff,3172080#898c104c863ffff#z1,z1,housing_area,1001,0,0
3055,888c104cdbfffff,898c104cdabffff,3172080#898c104cdabffff#z1,z1,housing_area,489,0,0
3056,888c10794bfffff,898c10794abffff,3172080#898c10794abffff#z1,z1,housing_area,648,0,0
3057,888c107965fffff,898c1079643ffff,3172080#898c1079643ffff#z1,z1,housing_area,588,0,0
3058,888c104c89fffff,898c104c88bffff,3172080#898c104c88bffff#z1,z1,housing_area,800,0,0
3059,888c12b659fffff,898c12b659bffff,3172080#898c12b659bffff#z1,z1,housing_area,1298,0,0
3060,888c104cd1fffff,898c104cd1bffff,3172080#898c104cd1bffff#z1,z1,housing_area,645,0,0
3061,888c107961fffff,898c107961bffff,3172080#898c107961bffff#z1,z1,housing_area,1035,0,0
3062,888c104c9bfffff,898c104c9b3ffff,3172080#898c104c9b3ffff#z1,z1,housing_area,1285,0,0
3063,888c104c9dfffff,898c104c9cfffff,3172080#898c104c9cfffff#z1,z1,housing_area,1911,0,0
3064,888c107943fffff,898c1079433ffff,3172080#898c1079433ffff#z1,z1,housing_area,1112,0,0
3065,888c104cddfffff,898c104cdc7ffff,3172080#898c104cdc7ffff#z1,z1,housing_area,161,0,0
3066,888c107943fffff,898c1079427ffff,3172080#898c1079427ffff#z1,z1,housing_area,1611,0,0
3067,888c104c8bfffff,898c104c8afffff,3172080#898c104c8afffff#z1,z1,housing_area,969,0,0
3068,888c10796bfffff,898c10796a7ffff,3172080#898c10796a7ffff#z1,z1,housing_area,1105,0,0
3069,888c107969fffff,898c1079693ffff,3172080#898c1079693ffff#z1,z1,housing_area,1265,0,0
3070,888c107943fffff,898c107942bffff,3172080#898c107942bffff#z1,z1,housing_area,1463,0,0
3071,888c104c99fffff,898c104c997ffff,3172080#898c104c997ffff#z1,z1,housing_area,1400,0,0
3072,888c104cb9fffff,898c104cb93ffff,3172080#898c104cb93ffff#z1,z1,housing_area,634,0,0
3073,888c104cb7fffff,898c104cb77ffff,3172080#898c104cb77ffff#z1,z1,housing_area,1090,0,0
3074,888c104c91fffff,898c104c907ffff,3172080#898c104c907ffff#z1,z1,housing_area,1141,0,0
3075,888c104c85fffff,898c104c857ffff,3172080#898c104c857ffff#z1,z1,housing_area,1413,0,0
3076,888c104cd3fffff,898c104cd27ffff,3172080#898c104cd27ffff#z1,z1,housing_area,1733,0,0
3077,888c104cd7fffff,898c104cd7bffff,3172080#898c104cd7bffff#z1,z1,housing_area,1589,0,0
3078,888c104cd7fffff,898c104cd6fffff,3172080#898c104cd6fffff#z1,z1,housing_area,1603,0,0
3079,888c104c9bfffff,898c104c9b7ffff,3172080#898c104c9b7ffff#z1,z1,housing_area,1111,0,0
3080,888c104c91fffff,898c104c917ffff,3172080#898c104c917ffff#z1,z1,housing_area,1433,0,0
3081,888c12b65bfffff,898c12b65a7ffff,3172080#898c12b65a7ffff#z1,z1,housing_area,1006,0,0
3082,888c107965fffff,898c107964bffff,3172080#898c107964bffff#z1,z1,housing_area,1376,0,0
3083,888c104cbdfffff,898c104cbd3ffff,3172080#898c104cbd3ffff#z1,z1,housing_area,911,0,0
3084,888c107945fffff,898c1079453ffff,3172080#898c1079453ffff#z1,z1,housing_area,1183,0,0
3085,888c104c83fffff,898c104c823ffff,3172080#898c104c823ffff#z1,z1,housing_area,1528,0,0
3086,888c12b65bfffff,898c12b65afffff,3172080#898c12b65afffff#z1,z1,housing_area,1042,0,0
3087,888c104cd1fffff,898c104cd03ffff,3172080#898c104cd03ffff#z1,z1,housing_area,322,0,0
3088,888c107941fffff,898c107941bffff,3172080#898c107941bffff#z1,z1,housing_area,958,0,0
3089,888c12b65dfffff,898c12b65d3ffff,3172080#898c12b65d3ffff#z1,z1,housing_area,870,0,0
3090,888c107b27fffff,898c107b26fffff,3172080#898c107b26fffff#z1,z1,housing_area,1213,0,0
3091,888c104cd1fffff,898c104cd0bffff,3172080#898c104cd0bffff#z1,z1,housing_area,1114,0,0
3092,888c104cbdfffff,898c104cbdbffff,3172080#898c104cbdbffff#z1,z1,housing_area,944,0,0
3093,888c104c95fffff,898c104c94bffff,3172080#898c104c94bffff#z1,z1,housing_area,1104,0,0
3094,888c10796bfffff,898c10796b7ffff,3172080#898c10796b7ffff#z1,z1,housing_area,1132,0,0
3095,888c107b21fffff,898c107b20bffff,3172080#898c107b20bffff#z1,z1,housing_area,1551,0,0
3096,888c107b25fffff,898c107b24bffff,3172080#898c107b24bffff#z1,z1,housing_area,1521,0,0
3097,888c104c97fffff,898c104c96bffff,3172080#898c104c96bffff#z1,z1,housing_area,802,0,0
3098,888c104cd7fffff,898c104cd63ffff,3172080#898c104cd63ffff#z1,z1,housing_area,1047,0,0
3099,888c107b35fffff,898c107b34fffff,3172080#898c107b34fffff#z1,z1,housing_area,1179,0,0
3100,888c104cd9fffff,898c104cd87ffff,3172080#898c104cd87ffff#z1,z1,housing_area,1112,0,0
3101,888c104cc3fffff,898c104cc2fffff,3172080#898c104cc2fffff#z1,z1,housing_area,1116,0,0
3102,888c104c95fffff,898c104c943ffff,3172080#898c104c943ffff#z1,z1,housing_area,931,0,0
3103,888c107965fffff,898c107965bffff,3172080#898c107965bffff#z1,z1,housing_area,1536,0,0
3104,888c104cbbfffff,898c104cba3ffff,3172080#898c104cba3ffff#z1,z1,housing_area,477,0,0
3105,888c104ca7fffff,898c104ca67ffff,3172080#898c104ca67ffff#z1,z1,housing_area,525,0,0
3106,888c104c93fffff,898c104c92bffff,3172080#898c104c92bffff#z1,z1,housing_area,1803,0,0
3107,888c104c99fffff,898c104c987ffff,3172080#898c104c987ffff#z1,z1,housing_area,1388,0,0
3108,888c104c97fffff,898c104c963ffff,3172080#898c104c963ffff#z1,z1,housing_area,1108,0,0
3109,888c104ca3fffff,898c104ca2fffff,3172080#898c104ca2fffff#z1,z1,housing_area,135,0,0
3110,888c104ca9fffff,898c104ca87ffff,3172080#898c104ca87ffff#z1,z1,housing_area,1055,0,0
3111,888c107b37fffff,898c107b36bffff,3172080#898c107b36bffff#z1,z1,housing_area,1415,0,0
3112,888c107969fffff,898c107969bffff,3172080#898c107969bffff#z1,z1,housing_area,1108,0,0
3113,888c104cd1fffff,898c104cd17ffff,3172080#898c104cd17ffff#z1,z1,housing_area,642,0,0
3114,888c12b651fffff,898c12b6513ffff,3172080#898c12b6513ffff#z1,z1,housing_area,1442,0,0
3115,888c104ca3fffff,898c104ca2bffff,3172080#898c104ca2bffff#z1,z1,housing_area,692,0,0
3116,888c107b25fffff,898c107b247ffff,3172080#898c107b247ffff#z2,z2,hotel_area,1160,1,1
3117,888c107b2dfffff,898c107b2c3ffff,3172080#898c107b2c3ffff#z1,z1,housing_area,1104,0,0
3118,888c104ca9fffff,898c104ca97ffff,3172080#898c104ca97ffff#z1,z1,housing_area,1571,0,0
3119,888c107b35fffff,898c107b35bffff,3172080#898c107b35bffff#z1,z1,housing_area,1375,0,0
3120,888c104cb1fffff,898c104cb07ffff,3172080#898c104cb07ffff#z1,z1,housing_area,892,0,0
3121,888c107961fffff,898c107960bffff,3172080#898c107960bffff#z1,z1,housing_area,1388,0,0
3122,888c12b659fffff,898c12b6587ffff,3172080#898c12b6587ffff#z1,z1,housing_area,1173,0,0
3123,888c12b659fffff,898c12b6593ffff,3172080#898c12b6593ffff#z1,z1,housing_area,1156,0,0
3124,888c104c8dfffff,898c104c8c7ffff,3172080#898c104c8c7ffff#z1,z1,housing_area,1439,0,0
3125,888c107941fffff,898c1079407ffff,3172080#898c1079407ffff#z1,z1,housing_area,978,0,0
3126,888c104c91fffff,898c104c91bffff,3172080#898c104c91bffff#z1,z1,housing_area,785,0,0
3127,888c104c83fffff,898c104c833ffff,3172080#898c104c833ffff#z1,z1,housing_area,1320,0,0
3128,888c104cb3fffff,898c104cb33ffff,3172080#898c104cb33ffff#z1,z1,housing_area,1242,0,0
3129,888c104c85fffff,898c104c84bffff,3172080#898c104c84bffff#z1,z1,housing_area,1757,0,0
3130,888c107969fffff,898c1079687ffff,3172080#898c1079687ffff#z1,z1,housing_area,1739,0,0
3131,888c107b25fffff,898c107b24fffff,3172080#898c107b24fffff#z1,z1,housing_area,777,0,0
3132,888c107965fffff,898c1079657ffff,3172080#898c1079657ffff#z1,z1,housing_area,791,0,0
3133,888c104cabfffff,898c104cabbffff,3172080#898c104cabbffff#z1,z1,housing_area,923,0,0
3134,888c107947fffff,898c1079463ffff,3172080#898c1079463ffff#z1,z1,housing_area,813,0,0
3135,888c104c89fffff,898c104c897ffff,3172080#898c104c897ffff#z1,z1,housing_area,1509,0,0
3136,888c10796bfffff,898c10796b3ffff,3172080#898c10796b3ffff#z1,z1,housing_area,943,0,0
3137,888c104cd5fffff,898c104cd4fffff,3172080#898c104cd4fffff#z1,z1,housing_area,1101,0,0
3138,888c104cb1fffff,898c104cb03ffff,3172080#898c104cb03ffff#z1,z1,housing_area,1202,0,0
3139,888c104c87fffff,898c104c86fffff,3172080#898c104c86fffff#z1,z1,housing_area,874,0,0
3140,888c107961fffff,898c1079607ffff,3172080#898c1079607ffff#z1,z1,housing_area,1567,0,0
3141,888c10790dfffff,898c10790d7ffff,3172080#898c10790d7ffff#z1,z1,housing_area,1125,0,0
3142,888c10796bfffff,898c10796bbffff,3172080#898c10796bbffff#z1,z1,housing_area,657,0,0
3143,888c107b21fffff,898c107b21bffff,3172080#898c107b21bffff#z1,z1,housing_area,840,0,0
3144,888c104cabfffff,898c104caafffff,3172080#898c104caafffff#z1,z1,housing_area,1056,0,0
3145,888c10794dfffff,898c10794d7ffff,3172080#898c10794d7ffff#z1,z1,housing_area,1266,0,0
3146,888c104c8dfffff,898c104c8d3ffff,3172080#898c104c8d3ffff#z1,z1,housing_area,334,0,0
3147,888c104c91fffff,898c104c90fffff,3172080#898c104c90fffff#z1,z1,housing_area,882,0,0
3148,888c107945fffff,898c107945bffff,3172080#898c107945bffff#z1,z1,housing_area,1639,0,0
3149,888c10795dfffff,898c10795d3ffff,3172080#898c10795d3ffff#z2,z2,hotel_area,1625,1,1
3150,888c104c93fffff,898c104c933ffff,3172080#898c104c933ffff#z1,z1,housing_area,1211,0,0
3151,888c104c95fffff,898c104c957ffff,3172080#898c104c957ffff#z1,z1,housing_area,1112,0,0
3152,888c12b65dfffff,898c12b65cfffff,3172080#898c12b65cfffff#z1,z1,housing_area,1052,0,0
3153,888c10796dfffff,898c10796d7ffff,3172080#898c10796d7ffff#z1,z1,housing_area,959,0,0
3154,888c107943fffff,898c107943bffff,3172080#898c107943bffff#z1,z1,housing_area,800,0,0
3155,888c104c97fffff,898c104c977ffff,3172080#898c104c977ffff#z2,z2,hotel_area,1449,1,1
3156,888c104c85fffff,898c104c847ffff,3172080#898c104c847ffff#z1,z1,housing_area,1088,0,0
3157,888c107947fffff,898c107947bffff,3172080#898c107947bffff#z1,z1,housing_area,651,0,0
3158,888c107b23fffff,898c107b22fffff,3172080#898c107b22fffff#z1,z1,housing_area,1263,0,0
3159,888c107b23fffff,898c107b22bffff,3172080#898c107b22bffff#z1,z1,housing_area,1033,0,0
3160,888c104c8bfffff,898c104c8abffff,3172080#898c104c8abffff#z1,z1,housing_area,1543,0,0
3161,888c104c99fffff,898c104c993ffff,3172080#898c104c993ffff#z1,z1,housing_area,1056,0,0
3162,888c104c83fffff,898c104c827ffff,3172080#898c104c827ffff#z1,z1,housing_area,1246,0,0
3163,888c104cb7fffff,898c104cb67ffff,3172080#898c104cb67ffff#z1,z1,housing_area,1052,0,0
3164,888c107b27fffff,898c107b277ffff,3172080#898c107b277ffff#z1,z1,housing_area,1277,0,0
3165,888c104cb1fffff,898c104cb0fffff,3172080#898c104cb0fffff#z1,z1,housing_area,1233,0,0
3166,888c104c8dfffff,898c104c8dbffff,3172080#898c104c8dbffff#z1,z1,housing_area,633,0,0
3167,888c104cddfffff,898c104cdcfffff,3172080#898c104cdcfffff#z1,z1,housing_area,642,0,0
3168,888c107947fffff,898c107946fffff,3172080#898c107946fffff#z1,z1,housing_area,1304,0,0
3169,888c107969fffff,898c107968fffff,3172080#898c107968fffff#z1,z1,housing_area,814,0,0
3170,888c104cb7fffff,898c104cb6bffff,3172080#898c104cb6bffff#z1,z1,housing_area,1489,0,0
3171,888c104cb5fffff,898c104cb47ffff,3172080#898c104cb47ffff#z1,z1,housing_area,962,0,0
3172,888c104c89fffff,898c104c88fffff,3172080#898c104c88fffff#z1,z1,housing_area,1370,0,0
3173,888c104cdbfffff,898c104cdb3ffff,3172080#898c104cdb3ffff#z1,z1,housing_area,160,0,0
3174,888c104c9dfffff,898c104c9c7ffff,3172080#898c104c9c7ffff#z1,z1,housing_area,790,0,0
3175,888c107949fffff,898c107949bffff,3172080#898c107949bffff#z1,z1,housing_area,1434,0,0
3176,888c104cd5fffff,898c104cd53ffff,3172080#898c104cd53ffff#z1,z1,housing_area,801,0,0
3177,888c12b65bfffff,898c12b65bbffff,3172080#898c12b65bbffff#z1,z1,housing_area,1221,0,0
3178,888c10795dfffff,898c10795dbffff,3172080#898c10795dbffff#z1,z1,housing_area,1379,0,0
3179,888c104cb3fffff,898c104cb37ffff,3172080#898c104cb37ffff#z1,z1,housing_area,475,0,0
3180,888c104ca1fffff,898c104ca0bffff,3172080#898c104ca0bffff#z1,z1,housing_area,952,0,0
3181,888c104c9dfffff,898c104c9cbffff,3172080#898c104c9cbffff#z1,z1,housing_area,802,0,0
3182,888c107b25fffff,898c107b25bffff,3172080#898c107b25bffff#z1,z1,housing_area,1822,0,0
3183,888c107909fffff,898c1079093ffff,3172080#898c1079093ffff#z1,z1,housing_area,1460,0,0
3184,888c107b21fffff,898c107b203ffff,3172080#898c107b203ffff#z1,z1,housing_area,1020,0,0
3185,888c104ca3fffff,898c104ca3bffff,3172080#898c104ca3bffff#z1,z1,housing_area,712,0,0
3186,888c104c95fffff,898c104c95bffff,3172080#898c104c95bffff#z1,z1,housing_area,1112,0,0
3187,888c12b65bfffff,898c12b65b3ffff,3172080#898c12b65b3ffff#z1,z1,housing_area,428,0,0
3188,888c104cd5fffff,898c104cd4bffff,3172080#898c104cd4bffff#z1,z1,housing_area,1329,0,0
3189,888c104c87fffff,898c104c873ffff,3172080#898c104c873ffff#z1,z1,housing_area,1616,0,0
3190,888c104c89fffff,898c104c883ffff,3172080#898c104c883ffff#z1,z1,housing_area,1207,0,0
3191,888c12b651fffff,898c12b6517ffff,3172080#898c12b6517ffff#z1,z1,housing_area,1614,0,0
3192,888c104cbdfffff,898c104cbcbffff,3172080#898c104cbcbffff#z1,z1,housing_area,578,0,0
3193,888c10794dfffff,898c10794c3ffff,3172080#898c10794c3ffff#z1,z1,housing_area,1633,0,0
3194,888c104cd3fffff,898c104cd2bffff,3172080#898c104cd2bffff#z1,z1,housing_area,1194,0,0
3195,888c104c97fffff,898c104c967ffff,3172080#898c104c967ffff#z1,z1,housing_area,1414,0,0
3196,888c107949fffff,898c1079487ffff,3172080#898c1079487ffff#z1,z1,housing_area,1426,0,0
3197,888c104cb1fffff,898c104cb17ffff,3172080#898c104cb17ffff#z1,z1,housing_area,1460,0,0
3198,888c104c8bfffff,898c104c8b7ffff,3172080#898c104c8b7ffff#z1,z1,housing_area,924,0,0
3199,888c104cb5fffff,898c104cb5bffff,3172080#898c104cb5bffff#z1,z1,housing_area,339,0,0
3200,888c107967fffff,898c107967bffff,3172080#898c107967bffff#z1,z1,housing_area,1030,0,0
3201,888c104c8bfffff,898c104c8a3ffff,3172080#898c104c8a3ffff#z1,z1,housing_area,1086,0,0
3202,888c104c81fffff,898c104c813ffff,3172080#898c104c813ffff#z1,z1,housing_area,1117,0,0
3203,888c104c97fffff,898c104c97bffff,3172080#898c104c97bffff#z1,z1,housing_area,961,0,0
3204,888c104cbbfffff,898c104cbbbffff,3172080#898c104cbbbffff#z1,z1,housing_area,790,0,0
3205,888c104ca9fffff,898c104ca8fffff,3172080#898c104ca8fffff#z1,z1,housing_area,1269,0,0
3206,888c107965fffff,898c107964fffff,3172080#898c107964fffff#z1,z1,housing_area,991,0,0
3207,888c104c9dfffff,898c104c9c3ffff,3172080#898c104c9c3ffff#z1,z1,housing_area,1196,0,0
3208,888c104ce3fffff,898c104ce2fffff,3172080#898c104ce2fffff#z0,z0,others,0,0,0
3209,888c104c83fffff,898c104c82fffff,3172080#898c104c82fffff#z1,z1,housing_area,636,0,0
3210,888c104cbbfffff,898c104cbabffff,3172080#898c104cbabffff#z1,z1,housing_area,784,0,0
3211,888c104cd9fffff,898c104cd8fffff,3172080#898c104cd8fffff#z1,z1,housing_area,318,0,0
3212,888c10790dfffff,898c10790c7ffff,3172080#898c10790c7ffff#z2,z2,hotel_area,1442,1,1
3213,888c104c87fffff,898c104c877ffff,3172080#898c104c877ffff#z1,z1,housing_area,1168,0,0
3214,888c10796bfffff,898c10796a3ffff,3172080#898c10796a3ffff#z1,z1,housing_area,1275,0,0
3215,888c104ca9fffff,898c104ca83ffff,3172080#898c104ca83ffff#z1,z1,housing_area,663,0,0
3216,888c12b65bfffff,898c12b65a3ffff,3172080#898c12b65a3ffff#z1,z1,housing_area,753,0,0
3217,888c104c93fffff,898c104c93bffff,3172080#898c104c93bffff#z1,z1,housing_area,1060,0,0
3218,888c104cabfffff,898c104caabffff,3172080#898c104caabffff#z1,z1,housing_area,1094,0,0
3219,888c104cb1fffff,898c104cb13ffff,3172080#898c104cb13ffff#z1,z1,housing_area,1203,0,0
3220,888c10795dfffff,898c10795c3ffff,3172080#898c10795c3ffff#z1,z1,housing_area,1388,0,0
3221,888c104c81fffff,898c104c803ffff,3172080#898c104c803ffff#z1,z1,housing_area,1423,0,0
3222,888c10794dfffff,898c10794cbffff,3172080#898c10794cbffff#z1,z1,housing_area,1148,0,0
3223,888c10794bfffff,898c10794bbffff,3172080#898c10794bbffff#z1,z1,housing_area,480,0,0
3224,888c104cd1fffff,898c104cd07ffff,3172080#898c104cd07ffff#z1,z1,housing_area,163,0,0
3225,888c104cb7fffff,898c104cb63ffff,3172080#898c104cb63ffff#z1,z1,housing_area,1254,0,0
3226,888c107b27fffff,898c107b27bffff,3172080#898c107b27bffff#z1,z1,housing_area,1477,0,0
3227,888c107945fffff,898c107944fffff,3172080#898c107944fffff#z1,z1,housing_area,943,0,0
3228,888c12b65dfffff,898c12b65cbffff,3172080#898c12b65cbffff#z1,z1,housing_area,986,0,0
3229,888c104c99fffff,898c104c983ffff,3172080#898c104c983ffff#z1,z1,housing_area,1709,0,0
3230,888c107b21fffff,898c107b20fffff,3172080#898c107b20fffff#z1,z1,housing_area,1765,0,0
3231,888c104c95fffff,898c104c953ffff,3172080#898c104c953ffff#z1,z1,housing_area,1108,0,0
3232,888c104ca1fffff,898c104ca13ffff,3172080#898c104ca13ffff#z1,z1,housing_area,1210,0,0
3233,888c107909fffff,898c107908bffff,3172080#898c107908bffff#z1,z1,housing_area,323,0,0
3234,888c10795dfffff,898c10795d7ffff,3172080#898c10795d7ffff#z1,z1,housing_area,1586,0,0
3235,888c10794dfffff,898c10794cfffff,3172080#898c10794cfffff#z1,z1,housing_area,1300,0,0
3236,888c107949fffff,898c1079483ffff,3172080#898c1079483ffff#z1,z1,housing_area,1395,0,0
3237,888c107949fffff,898c1079497ffff,3172080#898c1079497ffff#z1,z1,housing_area,1733,0,0
3238,888c104c99fffff,898c104c98fffff,3172080#898c104c98fffff#z1,z1,housing_area,1361,0,0
3239,888c107b25fffff,898c107b243ffff,3172080#898c107b243ffff#z1,z1,housing_area,1368,0,0
3240,888c12b659fffff,898c12b658bffff,3172080#898c12b658bffff#z1,z1,housing_area,1625,0,0
3241,888c104cbdfffff,898c104cbcfffff,3172080#898c104cbcfffff#z1,z1,housing_area,639,0,0
3242,888c107965fffff,898c1079647ffff,3172080#898c1079647ffff#z1,z1,housing_area,1060,0,0
3243,888c104cddfffff,898c104cdc3ffff,3172080#898c104cdc3ffff#z1,z1,housing_area,481,0,0
3244,888c104cd5fffff,898c104cd5bffff,3172080#898c104cd5bffff#z1,z1,housing_area,947,0,0
3245,888c12b64bfffff,898c12b64a7ffff,3172080#898c12b64a7ffff#z1,z1,housing_area,1561,0,0
3246,888c107b23fffff,898c107b23bffff,3172080#898c107b23bffff#z1,z1,housing_area,1504,0,0
