nmprov,nmkab,nmkec,kdprov,kdkab,kdkec
JAWA TIMUR,BANYUWANGI,LICIN,35,10,171
JAWA TIMUR,LUMAJANG,YOSOWILANGUN,35,08,090
JAWA TIMUR,LUMAJANG,PASIRIAN,35,08,040
JAWA TIMUR,LUMAJANG,KLAKAH,35,08,190
JAWA TIMUR,MOJOKERTO,MOJOANYAR,35,16,091
JAWA TIMUR,TULUNGAGUNG,KARANGREJO,35,04,150
JAWA TIMUR,BOJONEGORO,PURWOSARI,35,22,220
JAWA TIMUR,BOJONEGORO,TRUCUK,35,22,170
JAWA TIMUR,LAMONGAN,MADURAN,35,24,220
JAWA TIMUR,TULUNGAGUNG,CAMPUR DARAT,35,04,040
JAWA TIMUR,JEMBER,UMBULSARI,35,09,140
JAWA TIMUR,BANYUWANGI,GIRI,35,10,190
JAWA TIMUR,BANYUWANGI,SILIRAGUNG,35,10,011
JAWA TIMUR,PASURUAN,SUKOREJO,35,14,110
JAWA TIMUR,BONDOWOSO,SUKOSARI,35,11,060
JAWA TIMUR,JEMBER,SUKORAMBI,35,09,210
JAWA TIMUR,SUMENEP,AMBUNTEN,35,29,120
JAWA TIMUR,PAMEKASAN,PEGANTENAN,35,28,080
JAWA TIMUR,BANYUWANGI,ROGOJAMPI,35,10,120
JAWA TIMUR,SURABAYA,GUNUNG ANYAR,35,78,060
JAWA TIMUR,PONOROGO,SIMAN,35,02,090
JAWA TIMUR,SURABAYA,GAYUNGAN,35,78,030
JAWA TIMUR,TUBAN,MONTONG,35,23,050
JAWA TIMUR,BONDOWOSO,JAMBESARI DARUS SHOLAH,35,11,031
JAWA TIMUR,MOJOKERTO,SOOKO,35,16,130
JAWA TIMUR,JOMBANG,PETERONGAN,35,17,120
JAWA TIMUR,NGANJUK,BERBEK,35,18,030
JAWA TIMUR,BLITAR,WATES,35,05,040
JAWA TIMUR,PROBOLINGGO,PAJARAKAN,35,13,170
JAWA TIMUR,MOJOKERTO,DLANGGU,35,16,100
JAWA TIMUR,LUMAJANG,TEKUNG,35,08,070
JAWA TIMUR,MADIUN,MEJAYAN,35,19,100
JAWA TIMUR,MOJOKERTO,TROWULAN,35,16,120
JAWA TIMUR,SUMENEP,GANDING,35,29,090
JAWA TIMUR,MALANG,SUMBER PUCUNG,35,07,170
JAWA TIMUR,PROBOLINGGO,WONOMERTO,35,13,210
JAWA TIMUR,LAMONGAN,DEKET,35,24,150
JAWA TIMUR,BOJONEGORO,KEPOH BARU,35,22,090
JAWA TIMUR,BOJONEGORO,BALEN,35,22,130
JAWA TIMUR,PROBOLINGGO,TEGALSIWALAN,35,13,060
JAWA TIMUR,MALANG,WAGIR,35,07,210
JAWA TIMUR,BOJONEGORO,KANOR,35,22,110
JAWA TIMUR,BONDOWOSO,TAMANAN,35,11,030
JAWA TIMUR,PROBOLINGGO,KADEMANGAN,35,74,010
JAWA TIMUR,BANYUWANGI,SEMPU,35,10,150
JAWA TIMUR,PACITAN,NGADIROJO,35,01,110
JAWA TIMUR,SURABAYA,TANDES,35,78,150
JAWA TIMUR,PACITAN,DONOROJO,35,01,010
JAWA TIMUR,NGANJUK,SUKOMORO,35,18,130
JAWA TIMUR,PROBOLINGGO,TONGAS,35,13,230
JAWA TIMUR,LAMONGAN,SUKODADI,35,24,120
JAWA TIMUR,NGANJUK,LENGKONG,35,18,190
JAWA TIMUR,KEDIRI,NGADILUWIH,35,06,030
JAWA TIMUR,TRENGGALEK,DONGKO,35,03,050
JAWA TIMUR,KEDIRI,PAGU,35,06,190
JAWA TIMUR,BOJONEGORO,TEMAYANG,35,22,060
JAWA TIMUR,SUMENEP,SAPEKEN,35,29,230
JAWA TIMUR,PONOROGO,PUDAK,35,02,061
JAWA TIMUR,JOMBANG,NGUSIKAN,35,17,171
JAWA TIMUR,MOJOKERTO,PACET,35,16,030
JAWA TIMUR,PAMEKASAN,PALENGAAN,35,28,070
JAWA TIMUR,MALANG,KLOJEN,35,73,030
JAWA TIMUR,TUBAN,WIDANG,35,23,100
JAWA TIMUR,JOMBANG,BARENG,35,17,070
JAWA TIMUR,PROBOLINGGO,GADING,35,13,100
JAWA TIMUR,SURABAYA,GUBENG,35,78,100
JAWA TIMUR,MALANG,KEPANJEN,35,07,160
JAWA TIMUR,TUBAN,BANCAR,35,23,190
JAWA TIMUR,PONOROGO,KAUMAN,35,02,120
JAWA TIMUR,GRESIK,GRESIK,35,25,100
JAWA TIMUR,PROBOLINGGO,SUMBER,35,13,020
JAWA TIMUR,SIDOARJO,TULANGAN,35,15,080
JAWA TIMUR,BANYUWANGI,GLENMORE,35,10,080
JAWA TIMUR,MALANG,JABUNG,35,07,260
JAWA TIMUR,PAMEKASAN,PASEAN,35,28,130
JAWA TIMUR,MAGETAN,KARTOHARJO,35,20,131
JAWA TIMUR,PACITAN,KEBONAGUNG,35,01,050
JAWA TIMUR,MADIUN,DOLOPO,35,19,030
JAWA TIMUR,PAMEKASAN,TLANAKAN,35,28,010
JAWA TIMUR,BLITAR,WONOTIRTO,35,05,020
JAWA TIMUR,BANYUWANGI,PESANGGARAN,35,10,010
JAWA TIMUR,LAMONGAN,KARANGBINANGUN,35,24,170
JAWA TIMUR,MOJOKERTO,JATIREJO,35,16,010
JAWA TIMUR,NGAWI,KARANGJATI,35,21,080
JAWA TIMUR,TUBAN,JATIROGO,35,23,180
JAWA TIMUR,NGANJUK,PACE,35,18,050
JAWA TIMUR,SUMENEP,TALANGO,35,29,050
JAWA TIMUR,MALANG,GONDANGLEGI,35,07,140
JAWA TIMUR,SURABAYA,SEMAMPIR,35,78,230
JAWA TIMUR,KEDIRI,BANYAKAN,35,06,210
JAWA TIMUR,MADIUN,SARADAN,35,19,080
JAWA TIMUR,LAMONGAN,PUCUK,35,24,110
JAWA TIMUR,BLITAR,BAKUNG,35,05,010
JAWA TIMUR,BONDOWOSO,KLABANG,35,11,150
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,BATU PUTIH,53,04,041
NUSA TENGGARA TIMUR,FLORES TIMUR,ADONARA TIMUR,53,09,070
NUSA TENGGARA TIMUR,FLORES TIMUR,ILEBURA,53,09,012
NUSA TENGGARA TIMUR,SUMBA TIMUR,PABERIWAI,53,02,030
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,53,05,020
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,OENINO,53,04,072
NUSA TENGGARA TIMUR,FLORES TIMUR,WITIHAMA,53,09,072
NUSA TENGGARA TIMUR,SUMBA TIMUR,HAHARU,53,02,080
NUSA TENGGARA TIMUR,SIKKA,ALOK TIMUR,53,10,082
NUSA TENGGARA TIMUR,ALOR,TELUK MUTIARA,53,07,050
NUSA TENGGARA TIMUR,ENDE,NANGAPANDA,53,11,010
NUSA TENGGARA TIMUR,ENDE,DETUSOKO,53,11,070
NUSA TENGGARA TIMUR,SUMBA BARAT,KOTA WAIKABUBAK,53,01,060
NUSA TENGGARA TIMUR,SIKKA,ALOK,53,10,080
NUSA TENGGARA TIMUR,ENDE,ENDE TENGAH,53,11,032
NUSA TENGGARA TIMUR,NGADA,BAJAWA,53,12,020
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,NOEMUTI TIMUR,53,05,027
NUSA TENGGARA TIMUR,SIKKA,ALOK BARAT,53,10,081
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,53,04,050
NUSA TENGGARA TIMUR,NGADA,INERIE,53,12,012
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,POCO RANAKA,53,19,050
NUSA TENGGARA TIMUR,MANGGARAI,WAE RII,53,13,121
NUSA TENGGARA TIMUR,SUMBA TIMUR,KAHAUNGU ETI,53,02,033
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANATUN SELATAN,53,04,100
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIKOMI UTARA,53,05,025
NUSA TENGGARA TIMUR,ALOR,MATARU,53,07,021
NUSA TENGGARA TIMUR,MANGGARAI,REOK,53,13,140
NUSA TENGGARA TIMUR,SUMBA TIMUR,KANATANG,53,02,081
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,POCO RANAKA TIMUR,53,19,051
NUSA TENGGARA TIMUR,MALAKA,KOBALIMA,53,21,110
NUSA TENGGARA TIMUR,ENDE,DETUKELI,53,11,062
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,NOEBANA,53,04,103
NUSA TENGGARA TIMUR,FLORES TIMUR,ADONARA TENGAH,53,09,062
NUSA TENGGARA TIMUR,NGADA,GOLEWA SELATAN,53,12,031
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,KOLBANO,53,04,071
NUSA TENGGARA TIMUR,SIKKA,NITA,53,10,070
NUSA TENGGARA TIMUR,ROTE NDAO,ROTE SELATAN,53,14,041
NUSA TENGGARA TIMUR,NAGEKEO,KEO TENGAH,53,18,020
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,NAIBENU,53,05,026
NUSA TENGGARA TIMUR,KUPANG,KOTA RAJA,53,71,031
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,SAMBI RAMPAS,53,19,040
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,KOTA KOMBA,53,19,020
NUSA TENGGARA TIMUR,ROTE NDAO,ROTE BARAT,53,14,070
NUSA TENGGARA TIMUR,FLORES TIMUR,LEWO LEMA,53,09,021
NUSA TENGGARA TIMUR,ENDE,ENDE UTARA,53,11,033
NUSA TENGGARA TIMUR,KUPANG,KOTA LAMA,53,71,041
NUSA TENGGARA TIMUR,SIKKA,TALIBURA,53,10,040
NUSA TENGGARA TIMUR,SUMBA TIMUR,UMALULU,53,02,052
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,KUALIN,53,04,061
NUSA TENGGARA TIMUR,KUPANG,OEBOBO,53,71,030
NUSA TENGGARA TIMUR,ALOR,PANTAR TENGAH,53,07,014
NUSA TENGGARA TIMUR,KUPANG,AMFOANG BARAT LAUT,53,03,191
NUSA TENGGARA TIMUR,SIKKA,NELLE,53,10,063
NUSA TENGGARA TIMUR,BELU,TASIFETO TIMUR,53,06,070
NUSA TENGGARA TIMUR,FLORES TIMUR,ADONARA BARAT,53,09,060
NUSA TENGGARA TIMUR,KUPANG,AMABI OEFETO TIMUR,53,03,141
NUSA TENGGARA TIMUR,ALOR,PANTAR BARAT,53,07,011
NUSA TENGGARA TIMUR,MALAKA,LAEN MANEN,53,21,090
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,KOTA SOE,53,04,030
NUSA TENGGARA TIMUR,KUPANG,SEMAU,53,03,100
NUSA TENGGARA TIMUR,BELU,LASIOLAT,53,06,072
NUSA TENGGARA TIMUR,KUPANG,NEKAMESE,53,03,111
NUSA TENGGARA TIMUR,ENDE,NDORI,53,11,054
NUSA TENGGARA TIMUR,ENDE,LEPEMBUSU KELISOKE,53,11,063
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,NOEBEBA,53,04,051
NUSA TENGGARA TIMUR,FLORES TIMUR,LARANTUKA,53,09,030
NUSA TENGGARA TIMUR,ENDE,NDONA TIMUR,53,11,041
NUSA TENGGARA TIMUR,NGADA,WOLOMEZE,53,12,082
NUSA TENGGARA TIMUR,KUPANG,AMFOANG TIMUR,53,03,192
NUSA TENGGARA TIMUR,SIKKA,MAGEPANDA,53,10,071
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIBOKI SELATAN,53,05,050
NUSA TENGGARA TIMUR,LEMBATA,ATADEI,53,08,020
NUSA TENGGARA TIMUR,SIKKA,KOTING,53,10,062
NUSA TENGGARA TIMUR,NAGEKEO,BOAWAE,53,18,040
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,WEWEWA TENGAH,53,17,061
NUSA TENGGARA TIMUR,ALOR,PANTAR TIMUR,53,07,012
NUSA TENGGARA TIMUR,SUMBA TIMUR,TABUNDUNG,53,02,020
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANATUN UTARA,53,04,110
NUSA TENGGARA TIMUR,SIKKA,HEWOKLOANG,53,10,051
NUSA TENGGARA TIMUR,LEMBATA,WULANDONI,53,08,011
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIKOMI SELATAN,53,05,022
NUSA TENGGARA TIMUR,SIKKA,KANGAE,53,10,052
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,BOKING,53,04,101
NUSA TENGGARA TIMUR,BELU,RAI MANUK,53,06,032
NUSA TENGGARA TIMUR,SUMBA TIMUR,NGADU NGALA,53,02,035
NUSA TENGGARA TIMUR,LEMBATA,ILE APE TIMUR,53,08,031
NUSA TENGGARA TIMUR,ALOR,ALOR TIMUR LAUT,53,07,041
NUSA TENGGARA TIMUR,FLORES TIMUR,DEMON PAGONG,53,09,032
NUSA TENGGARA TIMUR,ENDE,ENDE TIMUR,53,11,031
NUSA TENGGARA TIMUR,KUPANG,SEMAU SELATAN,53,03,101
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,KODI UTARA,53,17,030
NUSA TENGGARA TIMUR,ROTE NDAO,LANDU LEKO,53,14,061
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,RANA MESE,53,19,011
NUSA TENGGARA TIMUR,MANGGARAI BARAT,WELAK,53,15,031
NUSA TENGGARA TIMUR,KUPANG,AMARASI TIMUR,53,03,133
NUSA TENGGARA TIMUR,KUPANG,AMFOANG BARAT DAYA,53,03,181
NUSA TENGGARA TIMUR,ALOR,ALOR BARAT LAUT,53,07,060
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,KIE,53,04,090
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,WEWEWA SELATAN,53,17,040
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,SANTIAN,53,04,104
NUSA TENGGARA TIMUR,MANGGARAI BARAT,SANO NGGOANG,53,15,020
NUSA TENGGARA TIMUR,NAGEKEO,NANGARORO,53,18,030
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,BORONG,53,19,010
NUSA TENGGARA TIMUR,ROTE NDAO,ROTE BARAT DAYA,53,14,010
NUSA TENGGARA TIMUR,SIKKA,DORENG,53,10,031
NUSA TENGGARA TIMUR,BELU,NANAET DUABESI,53,06,052
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,53,04,080
NUSA TENGGARA TIMUR,ENDE,WEWARIA,53,11,071
NUSA TENGGARA TIMUR,SUMBA TIMUR,KOTA WAINGAPU,53,02,070
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,MIOMAFFO BARAT,53,05,010
NUSA TENGGARA TIMUR,KUPANG,SULAMU,53,03,150
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,INSANA TENGAH,53,05,043
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,53,05,011
NUSA TENGGARA TIMUR,KUPANG,AMARASI BARAT,53,03,131
NUSA TENGGARA TIMUR,SABU RAIJUA,HAWU MEHARA,53,20,020
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,ELAR SELATAN,53,19,031
NUSA TENGGARA TIMUR,SUMBA TENGAH,UMBU RATU NGGAY TENGAH,53,16,031
NUSA TENGGARA TIMUR,SIKKA,LELA,53,10,020
NUSA TENGGARA TIMUR,MANGGARAI BARAT,KUWUS,53,15,040
NUSA TENGGARA TIMUR,KUPANG,FATULEU,53,03,160
NUSA TENGGARA TIMUR,SABU RAIJUA,SABU LIAE,53,20,030
NUSA TENGGARA TIMUR,ALOR,ALOR SELATAN,53,07,030
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,MOLLO UTARA,53,04,010
NUSA TENGGARA TIMUR,NAGEKEO,AESESA,53,18,060
NUSA TENGGARA TIMUR,KUPANG,AMARASI SELATAN,53,03,132
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,KODI BANGEDO,53,17,010
NUSA TENGGARA TIMUR,SUMBA BARAT,LOLI,53,01,050
NUSA TENGGARA TIMUR,SUMBA TIMUR,PANDAWAI,53,02,060
NUSA TENGGARA TIMUR,MANGGARAI,LANGKE REMBONG,53,13,110
NUSA TENGGARA TIMUR,MALAKA,SASITA MEAN,53,21,060
NUSA TENGGARA TIMUR,NGADA,RIUNG,53,12,080
NUSA TENGGARA TIMUR,NAGEKEO,AESESA SELATAN,53,18,050
NUSA TENGGARA TIMUR,NGADA,BAJAWA UTARA,53,12,070
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,53,05,062
NUSA TENGGARA TIMUR,ENDE,KOTABARU,53,11,061
NUSA TENGGARA TIMUR,KUPANG,AMFOANG UTARA,53,03,190
NUSA TENGGARA TIMUR,NAGEKEO,MAUPONGGO,53,18,010
NUSA TENGGARA TIMUR,ROTE NDAO,LOBALAIN,53,14,030
NUSA TENGGARA TIMUR,KUPANG,KUPANG TIMUR,53,03,140
NUSA TENGGARA TIMUR,SUMBA TIMUR,PAHUNGA LODU,53,02,040
NUSA TENGGARA TIMUR,MANGGARAI BARAT,KUWUS BARAT,53,15,042
NUSA TENGGARA TIMUR,SUMBA TENGAH,MAMBORO,53,16,040
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIKOMI TENGAH,53,05,023
NUSA TENGGARA TIMUR,SUMBA TIMUR,MAHU,53,02,034
NUSA TENGGARA TIMUR,SIKKA,TANA WAWO,53,10,012
NUSA TENGGARA TIMUR,ENDE,PULAU ENDE,53,11,011
NUSA TENGGARA TIMUR,KUPANG,TAKARI,53,03,170
NUSA TENGGARA TIMUR,FLORES TIMUR,ILE BOLENG,53,09,071
NUSA TENGGARA TIMUR,SUMBA BARAT,LABOYA BARAT,53,01,023
NUSA TENGGARA TIMUR,NGADA,AIMERE,53,12,010
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIBOKI TANPAH,53,05,051
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANUBAN BARAT,53,04,040
NUSA TENGGARA TIMUR,MALAKA,MALAKA BARAT,53,21,020
NUSA TENGGARA TIMUR,NGADA,GOLEWA BARAT,53,12,032
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,KUAN FATU,53,04,060
NUSA TENGGARA TIMUR,SUMBA BARAT,LAMBOYA,53,01,021
NUSA TENGGARA TIMUR,BELU,ATAMBUA BARAT,53,06,061
NUSA TENGGARA TIMUR,SIKKA,KEWAPANTE,53,10,050
NUSA TENGGARA TIMUR,ALOR,LEMBUR,53,07,063
NUSA TENGGARA TIMUR,SUMBA TIMUR,PINUPAHAR,53,02,021
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIBOKI MOENLEU,53,05,052
NUSA TENGGARA TIMUR,KUPANG,KELAPA LIMA,53,71,040
ACEH,NAGAN RAYA,TADU RAYA,11,15,022
ACEH,ACEH BESAR,PEUKAN BADA,11,08,120
ACEH,ACEH SELATAN,KLUET TENGAH,11,03,042
ACEH,ACEH TENGGARA,BABUL RAHMAH,11,04,011
ACEH,ACEH TIMUR,DARUL AMAN,11,05,140
ACEH,BANDA ACEH,KUTA RAJA,11,71,031
ACEH,ACEH TAMIANG,BANDA MULIA,11,14,061
ACEH,BIREUEN,KOTA JUANG,11,10,061
ACEH,NAGAN RAYA,KUALA,11,15,020
ACEH,PIDIE,MUTIARA,11,09,080
ACEH,LHOKSEUMAWE,BANDA SAKTI,11,74,030
ACEH,GAYO LUES,PINING,11,13,030
ACEH,ACEH BARAT DAYA,SUSOH,11,12,040
ACEH,ACEH UTARA,TANAH JAMBO AYE,11,11,080
ACEH,PIDIE,GRONG GRONG,11,09,151
ACEH,ACEH TIMUR,PEUREULAK BARAT,11,05,112
ACEH,ACEH TENGGARA,SEMADAM,11,04,022
ACEH,ACEH SELATAN,TRUMON,11,03,010
ACEH,ACEH BARAT,SUNGAI MAS,11,07,090
ACEH,ACEH SELATAN,SAWANG,11,03,070
ACEH,SIMEULUE,TEUPAH BARAT,11,01,021
ACEH,ACEH TIMUR,IDI TIMUR,11,05,135
ACEH,ACEH SINGKIL,DANAU PARIS,11,02,032
ACEH,PIDIE JAYA,MEURAH DUA,11,18,020
ACEH,ACEH UTARA,LHOKSUKON,11,11,110
ACEH,ACEH SELATAN,TAPAK TUAN,11,03,050
ACEH,ACEH SINGKIL,PULAU BANYAK BARAT,11,02,011
ACEH,ACEH UTARA,SAMUDERA,11,11,130
ACEH,SIMEULUE,TEUPAH TENGAH,11,01,022
ACEH,ACEH BESAR,SEULIMEUM,11,08,040
ACEH,BIREUEN,JEUNIEB,11,10,030
ACEH,ACEH TENGAH,RUSIP ANTARA,11,06,063
ACEH,ACEH TENGGARA,BAMBEL,11,04,030
ACEH,SABANG,SUKAJAYA,11,72,010
ACEH,ACEH JAYA,KRUENG SABEE,11,16,030
ACEH,ACEH TIMUR,PEUNARON,11,05,082
ACEH,LANGSA,LANGSA BARO,11,73,021
ACEH,ACEH BESAR,LHOKNGA,11,08,020
ACEH,SIMEULUE,SIMEULUE CUT,11,01,032
ACEH,LHOKSEUMAWE,MUARA SATU,11,74,021
ACEH,BIREUEN,PEUSANGAN SELATAN,11,10,081
ACEH,BANDA ACEH,BAITURRAHMAN,11,71,020
ACEH,ACEH TENGAH,BIES,11,06,041
ACEH,ACEH UTARA,NISAM ANTARA,11,11,021
ACEH,BENER MERIAH,BANDAR,11,17,050
ACEH,ACEH TIMUR,RANTAU SELAMAT,11,05,100
ACEH,LANGSA,LANGSA BARAT,11,73,020
ACEH,ACEH SINGKIL,SINGKOHOR,11,02,042
ACEH,ACEH SINGKIL,GUNUNG MERIAH,11,02,031
ACEH,ACEH TENGAH,PEGASING,11,06,040
ACEH,PIDIE,PADANG TIJI,11,09,140
ACEH,ACEH SELATAN,MEUKEK,11,03,080
ACEH,ACEH JAYA,INDRA JAYA,11,16,061
ACEH,ACEH JAYA,DARUL HIKMAH,11,16,051
ACEH,ACEH TENGGARA,TANOH ALAS,11,04,012
ACEH,SIMEULUE,SALANG,11,01,040
ACEH,ACEH UTARA,TANAH LUAS,11,11,120
ACEH,ACEH TIMUR,PEUDAWA,11,05,131
ACEH,ACEH TIMUR,IDI RAYEUK,11,05,130
ACEH,BIREUEN,PEULIMBANG,11,10,031
ACEH,NAGAN RAYA,SEUNAGAN,11,15,040
ACEH,LHOKSEUMAWE,BLANG MANGAT,11,74,010
ACEH,ACEH BESAR,BAITUSSALAM,11,08,061
ACEH,PIDIE,GLUMPANG BARO,11,09,071
ACEH,SIMEULUE,SIMEULUE TIMUR,11,01,020
ACEH,ACEH UTARA,LAPANG,11,11,151
ACEH,ACEH BESAR,INDRAPURI,11,08,030
ACEH,ACEH TENGGARA,LAWE ALAS,11,04,010
ACEH,BENER MERIAH,MESIDAH,11,17,061
ACEH,BIREUEN,KUTA BLANG,11,10,101
ACEH,ACEH TAMIANG,TENGGULUN,11,14,021
ACEH,ACEH TENGAH,KETOL,11,06,061
ACEH,ACEH BESAR,KUTA MALAKA,11,08,101
ACEH,ACEH BARAT DAYA,BABAH ROT,11,12,060
ACEH,ACEH SELATAN,BAKONGAN,11,03,020
ACEH,BIREUEN,JANGKA,11,10,070
ACEH,BIREUEN,MAKMUR,11,10,090
ACEH,ACEH TIMUR,JULOK,11,05,160
ACEH,PIDIE,KEUMALA,11,09,111
ACEH,ACEH UTARA,KUTA MAKMUR,11,11,030
ACEH,LANGSA,LANGSA LAMA,11,73,011
ACEH,PIDIE,TIRO/TRUSEB,11,09,090
ACEH,ACEH TENGGARA,LAWE SUMUR,11,04,032
ACEH,ACEH TENGAH,DANAU LUT TAWAR,11,06,888
ACEH,ACEH UTARA,GEUREUDONG PASE,11,11,041
ACEH,LANGSA,LANGSA KOTA,11,73,030
ACEH,ACEH SELATAN,KLUET TIMUR,11,03,031
ACEH,ACEH JAYA,SETIA BAKTI,11,16,040
ACEH,GAYO LUES,KUTA PANJANG,11,13,010
ACEH,ACEH TENGAH,KEBAYAKAN,11,06,032
ACEH,ACEH UTARA,MUARA BATU,11,11,160
ACEH,ACEH BARAT DAYA,BLANG PIDIE,11,12,030
ACEH,GAYO LUES,DABUN GELANG,11,13,022
ACEH,ACEH TENGGARA,BABUL MAKMUR,11,04,021
ACEH,GAYO LUES,TRIPE JAYA,11,13,051
ACEH,BIREUEN,JEUMPA,11,10,060
ACEH,ACEH JAYA,PANGA,11,16,020
ACEH,ACEH TENGAH,JAGONG JEGET,11,06,012
ACEH,ACEH UTARA,COT GIREK,11,11,070
ACEH,ACEH BESAR,MESJID RAYA,11,08,050
ACEH,ACEH UTARA,NIBONG,11,11,121
ACEH,ACEH TIMUR,SERBA JADI,11,05,080
ACEH,NAGAN RAYA,TRIPA MAKMUR,11,15,011
ACEH,ACEH TENGGARA,DELENG POKHKISEN,11,04,053
ACEH,NAGAN RAYA,SUKA MAKMUE,11,15,041
ACEH,PIDIE,PEUKAN BARO,11,09,170
ACEH,ACEH JAYA,TEUNOM,11,16,010
ACEH,ACEH TIMUR,SIMPANG ULIM,11,05,180
ACEH,ACEH SINGKIL,KUALA BARU,11,02,022
ACEH,LHOKSEUMAWE,MUARA DUA,11,74,020
ACEH,ACEH SELATAN,SAMA DUA,11,03,060
ACEH,ACEH SELATAN,TRUMON TIMUR,11,03,011
ACEH,SIMEULUE,SIMEULUE BARAT,11,01,050
ACEH,ACEH BESAR,SIMPANG TIGA,11,08,102
ACEH,ACEH BARAT,KAWAY XVI,11,07,080
ACEH,ACEH UTARA,TANAH PASIR,11,11,150
ACEH,ACEH BESAR,BLANG BINTANG,11,08,081
ACEH,ACEH SELATAN,KLUET UTARA,11,03,040
ACEH,ACEH TIMUR,IDI TUNONG,11,05,133
ACEH,ACEH TENGAH,LINGE,11,06,010
ACEH,ACEH SINGKIL,SURO,11,02,033
ACEH,PIDIE,SIMPANG TIGA,11,09,190
ACEH,ACEH TENGAH,BEBESEN,11,06,050
ACEH,PIDIE JAYA,BANDAR DUA,11,18,030
ACEH,SUBULUSSALAM,SULTAN DAULAT,11,75,040
ACEH,BANDA ACEH,MEURAXA,11,71,010
ACEH,ACEH BESAR,LEMBAH SEULAWAH,11,08,042
ACEH,ACEH TENGGARA,BABUSSALAM,11,04,040
ACEH,SUBULUSSALAM,RUNDENG,11,75,030
ACEH,PIDIE,MANE,11,09,011
ACEH,BIREUEN,PEUDADA,11,10,040
ACEH,ACEH UTARA,BAKTIYA,11,11,100
ACEH,BENER MERIAH,TIMANG GAJAH,11,17,010
ACEH,ACEH UTARA,NISAM,11,11,020
ACEH,BIREUEN,GANDA PURA,11,10,100
ACEH,ACEH SELATAN,PASIE RAJA,11,03,041
ACEH,ACEH BESAR,INGIN JAYA,11,08,090
ACEH,SABANG,SUKAKARYA,11,72,020
ACEH,ACEH SELATAN,KLUET SELATAN,11,03,030
ACEH,ACEH TAMIANG,BANDAR PUSAKA,11,14,011
ACEH,PIDIE,MUARA TIGA,11,09,230
ACEH,SIMEULUE,SIMEULUE TENGAH,11,01,030
ACEH,ACEH TIMUR,RANTO PEUREULAK,11,05,120
ACEH,ACEH BARAT,SAMATIGA,11,07,060
ACEH,ACEH TAMIANG,KOTA KUALASIMPANG,11,14,040
ACEH,ACEH UTARA,SYAMTALIRA BAYU,11,11,040
ACEH,ACEH SINGKIL,PULAU BANYAK,11,02,010
SULAWESI SELATAN,BONE,MARE,73,11,080
SULAWESI SELATAN,MAKASSAR,RAPPOCINI,73,71,031
SULAWESI SELATAN,TAKALAR,POLOMBANGKENG SELATAN,73,05,030
SULAWESI SELATAN,BONE,ULAWENG,73,11,160
SULAWESI SELATAN,SIDENRENG RAPPANG,KULO,73,14,051
